ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
183111271,Photo,Sharp-shinned Hawk,Accipiter striatus,,Kyle Tansley,2019-10-20,2019,10,20,704,United States,US-VT-007,Vermont,Chittenden,Wolcott Family Natural Area,44.5506238,-73.1388134,"",,Unspecified,"","",,,,,,,S60779946,"",,,,,Accipiter striatus,shshaw,Species,7896,,4.89,107,,2405,3847
277340471,Photo,Sharp-shinned Hawk,Accipiter striatus,,Henry Jerng,2020-11-04,2020,11,4,703,United States,US-TX-157,Texas,Fort Bend,Imperial Trails and Retention Pond,29.6358530,-95.6450240,"",,Unspecified,"","",,,,,,,S75824545,"",,,,"Appeared out of nowhere and scared away a flock of least sandpipers peacefully drinking at the pond's edge.  Got great looks on this bird in flight showing its sharp-shinned hawk features:  notched tail, wrist held forward in flight, and small head that barely extend past wrists.  This is an adult bird with the ""hooded"" appearance of Sharp-shinned, with both crown and back of the neck being dark.",Accipiter striatus,shshaw,Species,7896,,4.90,72,,1750,2625
373195831,Photo,Sharp-shinned Hawk,Accipiter striatus,,Mason Maron,2021-09-26,2021,9,26,946,United States,US-WA-007,Washington,Chelan,Chelan Ridge Hawk Watch,48.0208526,-120.1032091,Immature – 1,"",Unspecified,"","",,,,,,,S95213796,"",,,banded,All banded,Accipiter striatus,shshaw,Species,7896,,4.76,63,In-hand,2573,3859
46627761,Photo,Sharp-shinned Hawk,Accipiter striatus,,Matt Davis,2017-01-26,2017,1,26,1400,United States,US-CA-113,California,Yolo,Yolo Bypass Wildlife Area,38.5517890,-121.6208018,"",,Unspecified,"","",,,,,,,S33955758,"",,,,,Accipiter striatus,shshaw,Species,7896,,4.74,58,,1446,2016
237556821,Photo,Sharp-shinned Hawk,Accipiter striatus,,Jerry Liguori,2012-09-14,2012,9,14,0,United States,US-NV-007,Nevada,Elko,Goshutes Hawkwatch,40.4253985,-114.2709489,Adult – 1,,Unspecified,"","",,,,,,,S64828119,"",,,,,Accipiter striatus,shshaw,Species,7896,,4.86,29,,748,1200
195708681,Photo,Sharp-shinned Hawk,Accipiter striatus,,Kyle Tansley,2019-12-28,2019,12,28,730,Canada,CA-QC-MR,Quebec,Montréal,Jardin botanique de Montréal (accès restreint),45.5596562,-73.5626078,"",,Unspecified,"","",,,,,,,S62718096,"",,,,,Accipiter striatus,shshaw,Species,7896,,4.62,79,,2506,4009
63342731,Photo,Sharp-shinned Hawk,Accipiter striatus,,Simon Best,2015-02-02,2015,2,2,1430,United States,US-MD-005,Maryland,Baltimore,Home,39.5117224,-76.6940975,"",,Unspecified,"","",,,,,,,S21657286,"",,,,,Accipiter striatus,shshaw,Species,7896,,4.72,43,,958,821
48356811,Photo,Sharp-shinned Hawk,Accipiter striatus,,Nick Saunders,2017-02-14,2017,2,14,1745,Canada,CA-SK-EL,Saskatchewan,Saskatoon,"Backyard, McConnell Avenue",52.0952200,-106.6619220,Juvenile,,Unspecified,"","",,,,,,,S34370803,"",,,"The same as with the adult bird, if I move slowly and don't make direct eye contact, they can be quite accommodating, allowing for a close photograph. Either that, or they are just used to me. Here is the younger bird.","Two individuals. Both previously photographed.  An adult bird with red eyes and a dark mantle, and a yellow eyed juvenile with white blotches on its head and mantle. Photos taken today.",Accipiter striatus,shshaw,Species,7896,,4.69,49,,990,887
305622201,Photo,Sharp-shinned Hawk,Accipiter striatus,,Karen Kreiger,2021-01-23,2021,1,23,1300,United States,US-CA-069,California,San Benito,Lonoak Rd.--east of Big Bend to Lewis Cr. bridge (SBT Co.),36.2850958,-120.9633951,"",,Unspecified,"","",,,,,,,S80676049,"",,,,,Accipiter striatus,shshaw,Species,7896,,4.83,29,,2941,4419
210381271,Photo,Sharp-shinned Hawk,Accipiter striatus,,Jim Merritt,2020-02-19,2020,2,19,816,United States,US-CO-041,Colorado,El Paso,Red Rock Canyon Open Space,38.8473432,-104.8811263,"",,Unspecified,"","",,,,,,,S64754998,"",,,,,Accipiter striatus,shshaw,Species,7896,,4.65,57,,10000,9112
366932371,Photo,Sharp-shinned Hawk,Accipiter striatus,,Mason Maron,2021-09-05,2021,9,5,1202,United States,US-ID-001,Idaho,Ada,Intermountain Bird Observatory at Lucky Peak,43.6056275,-116.0600716,Immature Male – 1,"",Unspecified,"","",,,,,,,S94228018,"",,,,,Accipiter striatus,shshaw,Species,7896,,4.62,60,In-hand,2803,4983
366104191,Photo,Sharp-shinned Hawk,Accipiter striatus,,Nick Saunders,2021-09-02,2021,9,2,806,Canada,CA-SK-EL,Saskatchewan,Saskatoon,"Backyard, McConnell Avenue",52.0952553,-106.6622043,"",,Unspecified,"","",,,,,,,S94093627,"",,,,Juvenile. Chased the MODO,Accipiter striatus,shshaw,Species,7896,,4.80,30,,909,1200
263260331,Photo,Sharp-shinned Hawk,Accipiter striatus,,Annie Lavoie,2020-09-16,2020,9,16,1323,Canada,CA-QC-FS,Quebec,Le Fjord-du-Saguenay,"Saint-Félix-d'Otis - Chalet",48.2939438,-70.6373638,"",,Unspecified,"","",,,,,,,S73682300,"",,,,"Depuis 10 h ce matin qu'il essaie d'attraper un geai bleu, il manque de technique le jeune , il fait des piqués vers sa proie en lâchant des cris, de temps à autre il frôle sa cible, mais toujours sans succès. Habituellement en la présence d'un accipiter les geais sont sur le qui-vive et sonnent l'alarme, mais là aucun signe de stress, ils continuent à s'alimenter aux mangeoires.",Accipiter striatus,shshaw,Species,7896,,4.90,21,,3712,5568
245078321,Photo,Sharp-shinned Hawk,Accipiter striatus,,Jerry Liguori,2003-08-28,2003,8,28,1200,United States,US-UT-011,Utah,Davis,Bountiful Peak - Skyline Drive,40.9546007,-111.8164554,Juvenile – 1,Flying,Unspecified,"","",,,,,,,S69776587,"",,,,,Accipiter striatus,shshaw,Species,7896,,4.84,25,"",1363,2084
63342751,Photo,Sharp-shinned Hawk,Accipiter striatus,,Simon Best,2015-02-02,2015,2,2,1430,United States,US-MD-005,Maryland,Baltimore,Home,39.5117224,-76.6940975,"",,Unspecified,"","",,,,,,,S21657286,"",,,,,Accipiter striatus,shshaw,Species,7896,,4.65,37,,3108,2235
154719621,Photo,Sharp-shinned Hawk,Accipiter striatus,,Eric Hynes,2019-04-29,2019,4,29,830,United States,US-CO-113,Colorado,San Miguel,Placerville (town),38.0129352,-108.0532837,Adult Male,,Unspecified,"","",,,,,,,S55563556,"",,,,,Accipiter striatus,shshaw,Species,7896,,4.57,35,,5184,3456
108413691,Photo,Sharp-shinned Hawk,Accipiter striatus,,Bob Zaremba,2016-01-03,2016,1,3,1011,United States,US-GA-067,Georgia,Cobb,2702 Lillie Lake Drive,33.9510630,-84.6284848,"",,Unspecified,"","",,,,,,,S26649443,"",,,,,Accipiter striatus,shshaw,Species,7896,,4.71,24,,1163,1586
94423551,Photo,Sharp-shinned Hawk,Accipiter striatus,,Nick Saunders,2018-04-13,2018,4,13,1851,Canada,CA-SK-EL,Saskatchewan,Saskatoon,"Backyard, McConnell Avenue",52.0953903,-106.6616871,Juvenile,,Unspecified,"","",,,,,,,S44558388,"",,,Sharp-shinned Hawk sitting on Bohemian Waxwing.,"Heard a thump on the kitchen window, to discover one of the resident juvenile sharpie's had driven a Bohemian Waxwing into a corner.  It then grabbed it, and the rest is history.../",Accipiter striatus,shshaw,Species,7896,,4.74,23,,900,1230
273043701,Photo,Sharp-shinned Hawk,Accipiter striatus,,Larry Master,2020-10-20,2020,10,20,813,United States,US-NY-031,New York,Essex,US-NY-Keene - Fisk Highlands - 44.2396x-73.7682,44.2396170,-73.7682190,"",,Unspecified,"","",,,,,,,S75151429,"",,,,,Accipiter striatus,shshaw,Species,7896,,4.69,26,,4889,4000
114763821,Photo,Sharp-shinned Hawk,Accipiter striatus,,Steven McGrath,2018-09-12,2018,9,12,935,Canada,CA-NS-CB,Nova Scotia,Cape Breton,Sydney--Ash Street,46.1462376,-60.1692065,Juvenile,,Unspecified,"","",,,,,,,S48487474,"",,,Large Sharp-shinned Hawk stalking a bird feeder for House Sparrows. Based on the size I believe it to be a female.,,Accipiter striatus,shshaw,Species,7896,,4.59,32,,3279,4918
299178811,Photo,Sharp-shinned Hawk,Accipiter striatus,,Bryan Calk,2021-01-04,2021,1,4,1021,United States,US-NM-043,New Mexico,Sandoval,Corrales Bosque -- La Entrada/East Ella,35.2204294,-106.6066890,"",,Unspecified,"","",,,,,,,S78662703,"",,,,,Accipiter striatus,shshaw,Species,7896,,4.50,40,,1719,3056
306193081,Photo,Sharp-shinned Hawk,Accipiter striatus,,Ethan Denton,2021-02-10,2021,2,10,1004,Canada,CA-AB-SI,Alberta,Calgary,"stakeout Northern Mockingbird, Okotoks--Westridge (2021)",50.7136285,-113.9816355,Immature – 1,,Unspecified,"","",,,,,,,S80772709,"",,,,,Accipiter striatus,shshaw,Species,7896,,4.71,24,,1819,2729
47026211,Photo,Sharp-shinned Hawk,Accipiter striatus,,Charmaine Anderson,2017-01-30,2017,1,30,1125,Canada,CA-ON-DR,Ontario,Durham,Lynde Shores CA,43.8491904,-78.9635570,"",,Unspecified,"","",,,,,,,S34060627,"",,,,,Accipiter striatus,shshaw,Species,7896,,4.82,17,,1465,2197
125459011,Photo,Sharp-shinned Hawk,Accipiter striatus,,Jim Carroll,2018-11-26,2018,11,26,1122,Canada,CA-NB-SJ,New Brunswick,Saint John,"Gardner Creek, Nb",45.2631000,-65.7352000,Immature,,Unspecified,"","",,,,,,,S50245556,"",,,,Unsuccessfully attempted to capture Fox Sparrow. Composed itself afterwards on this stump.,Accipiter striatus,shshaw,Species,7896,,4.50,38,,2406,2549
234214901,Photo,Sharp-shinned Hawk,Accipiter striatus,,Pablo Re,2020-05-10,2020,5,10,1100,Argentina,AR-S-SM,Santa Fe,San Martín,Monte de ruta 66,-32.0868293,-61.4127971,"",,Unspecified,"","",,,,,,,S68838284,"",,,,,Accipiter striatus,shshaw,Species,7896,,4.58,26,,2288,3432
74860251,Photo,Sharp-shinned Hawk,Accipiter striatus,,Tony Leukering,2017-11-11,2017,11,11,1159,United States,US-OK-139,Oklahoma,Texas,Texhoma (Oklahoma),36.5070190,-101.7858150,Juvenile Female,,Unspecified,"","",,,,,,,S40446314,"",,,,,Accipiter striatus,shshaw,Species,7896,,4.67,18,,1000,700
186184011,Photo,Sharp-shinned Hawk,Accipiter striatus,,Nick Swan,2019-11-05,2019,11,5,1020,Canada,CA-BC-CO,British Columbia,Central Okanagan,Kelowna--Munson Pond,49.8640484,-119.4603539,"",,Unspecified,"","",,,,,,,S61207985,"",,,,Adult being constantly mobbed by magpies.,Accipiter striatus,shshaw,Species,7896,,4.38,48,,3456,4608
304105151,Photo,Sharp-shinned Hawk,Accipiter striatus,,Jerry Liguori,2021-02-03,2021,2,3,0,United States,US-UT-035,Utah,Salt Lake,"Jerry's House",40.7045320,-111.7908990,Adult – 1,,Unspecified,"","",,,,,,,S80395163,"",,,,,Accipiter striatus,shshaw,Species,7896,,4.92,12,,1137,1800
372573141,Photo,Sharp-shinned Hawk,Accipiter striatus,,Blair Dudeck,2021-09-23,2021,9,23,913,Canada,CA-BC-NA,British Columbia,Nanaimo,Nanaimo River Estuary,49.1346003,-123.8946957,Adult – 1,Flying,Unspecified,"","",,,,,,,S95095663,"",,,,,Accipiter striatus,shshaw,Species,7896,,4.83,12,"",1873,2809
89006221,Photo,Sharp-shinned Hawk,Accipiter striatus,,Larry Therrien,2018-03-09,2018,3,9,1032,United States,US-MA-015,Massachusetts,Hampshire,Griffiths yard,42.2395273,-72.3668146,"",,Unspecified,"","",,,,,,,S43501871,"",,,,,Accipiter striatus,shshaw,Species,7896,,4.45,22,,3456,5184
100082051,Photo,Sharp-shinned Hawk,Accipiter striatus,,Brendan Klick,2018-05-13,2018,5,13,1045,United States,US-MI-033,Michigan,Chippewa,Whitefish Point,46.7690010,-84.9530029,"",,Unspecified,"","",,,,,,,S45653170,"",,,,,Accipiter striatus,shshaw,Species,7896,,4.38,29,,1367,2050
185130481,Photo,Sharp-shinned Hawk,Accipiter striatus,,Jim Merritt,2019-10-30,2019,10,30,737,United States,US-CO-041,Colorado,El Paso,Red Rock Canyon Open Space,38.8473432,-104.8811263,"",,Unspecified,"","",,,,,,,S61053327,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.83,12,,10000,8835
89006191,Photo,Sharp-shinned Hawk,Accipiter striatus,,Larry Therrien,2018-03-09,2018,3,9,1032,United States,US-MA-015,Massachusetts,Hampshire,Griffiths yard,42.2395273,-72.3668146,"",,Unspecified,"","",,,,,,,S43501871,"",,,,,Accipiter striatus,shshaw,Species,7896,,4.56,18,,3456,5184
45065171,Photo,Sharp-shinned Hawk,Accipiter striatus,,Ian Hearn,2015-11-26,2015,11,26,1155,United States,US-ID-001,Idaho,Ada,Ann Morrison Park,43.6139526,-116.2242673,Adult,,Unspecified,"","",,,,,,,S33590364,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.43,23,,3000,4000
247310801,Photo,Sharp-shinned Hawk,Accipiter striatus,,Jerry Liguori,1997-04-07,1997,4,7,0,United States,US-NY-055,New York,Monroe,Braddock Bay,43.3130395,-77.7153471,Adult Male – 1,"",Unspecified,"","",,,,,,,S59831190,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.69,13,In-hand,1145,1800
299179251,Photo,Sharp-shinned Hawk,Accipiter striatus,,Bryan Calk,2021-01-04,2021,1,4,1021,United States,US-NM-043,New Mexico,Sandoval,Corrales Bosque -- La Entrada/East Ella,35.2204294,-106.6066890,"",,Unspecified,"","",,,,,,,S78662703,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,9,,2812,4218
234714321,Photo,Sharp-shinned Hawk,Accipiter striatus,,Christian Briand,2020-05-14,2020,5,14,1530,Canada,CA-QC-SR,Quebec,Sept-Rivières,614 Avenue Franquelin,50.2126343,-66.3857138,"",,Unspecified,"","",,,,,,,S69058313,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,9,,3872,2581
93734141,Photo,Sharp-shinned Hawk,Accipiter striatus,,Alex Lamoreaux,2017-10-16,2017,10,16,710,United States,US-MN-137,Minnesota,St. Louis,Hawk Ridge Nature Reserve,46.8469659,-92.0315212,Adult Male – 1,Flying,Unspecified,"","",,,,,,,S39962882,"",,,,Exact count of migrants,Accipiter striatus,shshaw,Species,7816,,5.00,9,"",2761,4138
86975771,Photo,Sharp-shinned Hawk,Accipiter striatus,,Tom Forwood JR,2018-02-19,2018,2,19,1435,United States,US-MT-031,Montana,Gallatin,Yard Birds - Willow Creek,45.8254509,-111.6445956,"",,Unspecified,"","",,,,,,,S42999660,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,9,,2454,3414
50947111,Photo,Sharp-shinned Hawk,Accipiter striatus,,Kent McFarland,2010-06-11,2010,6,11,0,United States,US-VT-015,Vermont,Lamoille,Mt. Mansfield,44.5281640,-72.8161240,"",,Unspecified,"","",,,,,,,S35138069,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.82,11,,1624,2062
369503141,Photo,Sharp-shinned Hawk,Accipiter striatus,,Annie Lavoie,2021-09-14,2021,9,14,635,Canada,CA-QC-FS,Quebec,Le Fjord-du-Saguenay,"Saint-Félix-d'Otis - Chalet",48.2935450,-70.6377080,"",,Unspecified,"","",,,,,,,S94662252,"",,,,,Accipiter striatus,shshaw,Species,7896,,4.57,14,,3712,5568
46893051,Photo,Sharp-shinned Hawk,Accipiter striatus,,Kenny Younger,2017-01-29,2017,1,29,1437,United States,US-IA-153,Iowa,Polk,Saylorville Reservoir--Visitor Center,41.7071703,-93.6709785,"",,Unspecified,"","",,,,,,,S34020571,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.57,14,,1737,2606
91969171,Photo,Sharp-shinned Hawk,Accipiter striatus,,Devin Griffiths,2018-03-09,2018,3,9,910,United States,US-MA-015,Massachusetts,Hampshire,Oakwood Dr.,42.2389612,-72.3677158,"",,Unspecified,"","",,,,,,,S43499431,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.67,12,,3055,4582
70544211,Photo,Sharp-shinned Hawk,Accipiter striatus,,Vickie Anderson,2017-10-01,2017,10,1,830,United States,US-WA-045,Washington,Mason,47°15’58” N  122°53’24” W,47.2667860,-122.8889176,"",,Unspecified,"","",,,,,,,S39506788,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.57,14,,2021,2472
373230431,Photo,Sharp-shinned Hawk,Accipiter striatus,,Zealon Wight-Maier,2021-09-26,2021,9,26,655,United States,US-WV-023,West Virginia,Grant,Allegheny Front Migration Observatory--Red Creek CG,39.0337028,-79.3134785,"","",Unspecified,"","",,,,,,,S95284950,"",,,,,Accipiter striatus,shshaw,Species,7896,,4.80,10,In-hand,1847,2048
322655651,Photo,Sharp-shinned Hawk,Accipiter striatus,,David Woolery,2021-02-20,2021,2,20,1145,United States,US-CT-009,Connecticut,New Haven,Hammonasset Beach SP,41.2619859,-72.5548234,"",,Unspecified,"","",,,,,,,S84724015,"",,,,Photos,Accipiter striatus,shshaw,Species,7896,,4.80,10,,1450,1055
304104541,Photo,Sharp-shinned Hawk,Accipiter striatus,,Jerry Liguori,2021-02-03,2021,2,3,0,United States,US-UT-035,Utah,Salt Lake,"Jerry's House",40.7045320,-111.7908990,Adult – 1,,Unspecified,"","",,,,,,,S80395163,"",,,,,Accipiter striatus,shshaw,Species,7896,,4.80,10,,1145,1800
141517111,Photo,Sharp-shinned Hawk,Accipiter striatus,,David McQuade,2019-02-18,2019,2,18,1511,United States,US-IA-023,Iowa,Butler,Eurasian Tree Sparrow house,42.8939900,-92.8059320,"",,Unspecified,"","",,,,,,,S52906576,"",,,,"Very small hawk, with a smallish head.  Much too small to be a coopers.",Accipiter striatus,shshaw,Species,7896,,4.73,11,,3242,4862
74566961,Photo,Sharp-shinned Hawk,Accipiter striatus,,David Badke,2017-11-08,2017,11,8,1035,Canada,CA-BC-CP,British Columbia,Capital,"Home - Savannah Ave, Saanich",48.4581158,-123.3632163,"",,Unspecified,"","",,,,,,,S40380428,"",,,,Caught and was eating a Dark-eyed Junco,Accipiter striatus,shshaw,Species,7816,,4.89,9,,,
163938331,Photo,Sharp-shinned Hawk,Accipiter striatus,,Bryan Lanning,2011-11-11,2011,11,11,1527,United States,US-ID-083,Idaho,Twin Falls,"4509 Snake River Mesa Rd, Buhl US-ID (42.6553,-114.7957)",42.6552910,-114.7956700,"",,Unspecified,"","",,,,,,,S56682437,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.41,17,,3456,5184
141412861,Photo,Sharp-shinned Hawk,Accipiter striatus,,Ad Konings,2019-02-18,2019,2,18,730,United States,US-NM-013,New Mexico,Dona Ana,"Randall's Pool",31.8349826,-106.6082811,"",,Unspecified,"","",,,,,,,S52876070,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.37,19,,768,1090
48051841,Photo,Sharp-shinned Hawk,Accipiter striatus,,Steven Mlodinow,2011-09-17,2011,9,17,730,United States,US-CO-121,Colorado,Washington,Prewitt Reservoir (Washington Co),40.4146305,-103.3787003,Immature,,Unspecified,"","",,,,,,,S8822603,"",,,,,Accipiter striatus,shshaw,Species,7896,,4.50,14,,1173,665
95774221,Photo,Sharp-shinned Hawk,Accipiter striatus,,Kenneth Wat,2018-04-19,2018,4,19,1612,United States,US-DE-003,Delaware,New Castle,Charles E. Price Memorial Park,39.4262553,-75.7475639,"","",Unspecified,"","",,,,,,,S44731783,"",,,,Seen in grass near the pond eating a European Starling that it had caught.,Accipiter striatus,shshaw,Species,7896,,4.58,12,"Dead; Multiple species",3456,4608
393930731,Photo,Sharp-shinned Hawk,Accipiter striatus,,Chris  Rees,2021-12-06,2021,12,6,1100,Canada,CA-AB-EL,Alberta,Edmonton,Edmonton--Hermitage Park Bird Feeders,53.5798946,-113.3733916,"",,Unspecified,"","",,,,,,,S98561064,"",,,,,Accipiter striatus,shshaw,Species,7896,,4.15,33,,934,1401
322156331,Photo,Sharp-shinned Hawk,Accipiter striatus,,Laure Wilson Neish,2021-04-02,2021,4,2,1235,Canada,CA-ON-MI,Ontario,Middlesex,Home - Westmount,42.9544699,-81.2990869,Adult – 1,"",Unspecified,"","",,,,,,,S84610004,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.29,21,Habitat,1500,1260
298870421,Photo,Sharp-shinned Hawk,Accipiter striatus,,Jack & Holly Bartholmai,2021-01-17,2021,1,17,1318,United States,US-WI-027,Wisconsin,Dodge,"N7229 Hickory Spring Rd, Beaver Dam US-WI (43.4549,-88.7716)",43.4549020,-88.7716050,"",Foraging or Eating,Unspecified,"","",,,,,,,S79435208,"",,,,,Accipiter striatus,shshaw,Species,7896,,4.70,10,"",3089,3862
56191451,Photo,Sharp-shinned Hawk,Accipiter striatus,,Todd Norris,2017-04-29,2017,4,29,1710,Canada,CA-ON-FR,Ontario,Frontenac,Tree Frog Farm,44.5171948,-76.6977882,"","",Unspecified,"","",,,,,,,S36402572,"",,,,"SSHA captured a female Red-winged Blackbird.  It's rough in the wild.",Accipiter striatus,shshaw,Species,7816,,4.28,18,Multiple species,1389,1600
128525181,Photo,Sharp-shinned Hawk,Accipiter striatus,,Jim Merritt,2018-12-13,2018,12,13,720,United States,US-CO-041,Colorado,El Paso,Red Rock Canyon Open Space,38.8473432,-104.8811263,"",,Unspecified,"","",,,,,,,S50636695,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.70,10,,2048,2040
76235071,Photo,Sharp-shinned Hawk,Accipiter striatus,,John Brush,2017-11-25,2017,11,25,1111,United States,US-TX-215,Texas,Hidalgo,Quinta Mazatlan WBC (LTC 063),26.1768760,-98.2309932,Adult,,Unspecified,"","",,,,,,,S40722371,"",,,,,Accipiter striatus,shshaw,Species,7896,,4.78,9,,3000,4000
208982161,Photo,Sharp-shinned Hawk,Accipiter striatus,,Mark Plessner,2020-02-13,2020,2,13,1535,United States,US-OH-095,Ohio,Lucas,Plessner Residence,41.6344900,-83.6616300,"",,Unspecified,"","",,,,,,,S64427553,"",,,,,Accipiter striatus,shshaw,Species,7896,,4.88,8,,2325,2325
37530361,Photo,Sharp-shinned Hawk (White-breasted),Accipiter striatus chionogaster,,Oscar Rolando Suazo Ortega,2016-10-16,2016,10,16,700,Honduras,HN-CM,Comayagua,,"El Zapote, Aldea El Zapote, Siguatepeque",14.6573802,-87.8869894,"",,Unspecified,"","",,,,,,,S32071294,"",,,,,Accipiter striatus,shshaw3,Group,7906,,4.50,12,,2448,3264
146570411,Photo,Sharp-shinned Hawk,Accipiter striatus,,Steve Kruse,2019-03-21,2019,3,21,815,United States,US-NE-109,Nebraska,Lancaster,Branched Oak SRA,40.9704362,-96.8676911,"",,Unspecified,"","",,,,,,,S54082487,"",,,,Area 1 - Rapid wing beats,Accipiter striatus,shshaw,Species,7816,,4.55,11,,1844,2765
46578761,Photo,Sharp-shinned Hawk,Accipiter striatus,,S. Andujar,2017-01-25,2017,1,25,1530,United States,US-NH-001,New Hampshire,Belknap,"Straits Road, New Hampton",43.6521307,-71.5648985,"",,Unspecified,"","",,,,,,,S33942136,"",,,,With White-breasted Nuthatch,Accipiter striatus,shshaw,Species,7896,,4.46,13,,640,640
314289781,Photo,Sharp-shinned Hawk,Accipiter striatus,,Janine Schutt,2021-03-06,2021,3,6,1200,United States,US-WA-035,Washington,Kitsap,"Janine's yard",47.6050887,-122.7646377,"",,Unspecified,"","",,,,,,,S82911203,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,7,,3031,2020
286970901,Photo,Sharp-shinned Hawk,Accipiter striatus,,Jorge Montalvo,2020-12-10,2020,12,10,1000,United States,US-NY-119,New York,Westchester,Marshlands Conservancy,40.9531117,-73.7012273,"",,Unspecified,"","",,,,,,,S77319252,"",,,,,Accipiter striatus,shshaw,Species,7896,,5.00,7,,1644,2400
286038881,Photo,Sharp-shinned Hawk,Accipiter striatus,,Olivier Langrand,2020-11-30,2020,11,30,730,United States,US-VA-059,Virginia,Fairfax,"Langrand's Yard, Reston, VA",38.9209503,-77.3548364,Immature – 1,,Unspecified,"","",,,,,,,S76898680,"",,,,,Accipiter striatus,shshaw,Species,7896,,5.00,7,,3217,4826
276772921,Photo,Sharp-shinned Hawk,Accipiter striatus,,Adam Sell,2020-11-02,2020,11,2,829,United States,US-IL-097,Illinois,Lake,Fort Sheridan Forest Preserve--Hawkwatch,42.2227336,-87.8121006,"",,Unspecified,"","",,,,,,,S75741663,"",,,,,Accipiter striatus,shshaw,Species,7896,,5.00,7,,1805,2707
263026511,Photo,Sharp-shinned Hawk,Accipiter striatus,,Martin Bélanger,2020-09-15,2020,9,15,700,Canada,CA-QC-FS,Quebec,Le Fjord-du-Saguenay,"Saint-Félix-d'Otis - Chalet",48.2935450,-70.6377080,"",,Unspecified,"","",,,,,,,S73649278,"",,,,,Accipiter striatus,shshaw,Species,7896,,5.00,7,,2848,4288
243128301,Photo,Sharp-shinned Hawk,Accipiter striatus,,Jerry Liguori,2003-10-03,2003,10,3,1400,United States,US-NJ-009,New Jersey,Cape May,Cape Island--CMPSP--Hawkwatch Platform,38.9328558,-74.9579416,Juvenile – 1,,Unspecified,"","",,,,,,,S69988556,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,7,,1055,1694
70544161,Photo,Sharp-shinned Hawk,Accipiter striatus,,Vickie Anderson,2017-10-01,2017,10,1,830,United States,US-WA-045,Washington,Mason,47°15’58” N  122°53’24” W,47.2667860,-122.8889176,"",,Unspecified,"","",,,,,,,S39506788,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,7,,3263,3494
30498211,Photo,Sharp-shinned Hawk,Accipiter striatus,,Karl Overman,2015-01-10,2015,1,10,1015,United States,US-MI-115,Michigan,Monroe,Petersburg SGA,41.8801060,-83.6895561,"",,Unspecified,"","",,,,,,,S21285847,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,7,,1754,2152
41403251,Photo,Sharp-shinned Hawk,Accipiter striatus,,Norman Uyeda,2016-11-30,2016,11,30,1430,United States,US-CA-087,California,Santa Cruz,208 Plum Hill Dr,36.9344539,-121.7335349,"","",Unspecified,"","",,,,,,,S32798352,"",,,,,Accipiter striatus,shshaw,Species,7816,,3.96,45,Habitat,2926,3901
187788841,Photo,Sharp-shinned Hawk,Accipiter striatus,,Brad Imhoff,2019-10-10,2019,10,10,810,United States,US-OH-089,Ohio,Licking,Granville Schools Land Lab,40.0889220,-82.5452640,"",,Unspecified,"","",,,,,,,S60501099,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.60,10,,1918,2877
222357191,Photo,Sharp-shinned Hawk,Accipiter striatus,,Ken Janes,2020-04-10,2020,4,10,800,United States,US-ME-031,Maine,York,"8 Robie Rd, Kennebunk US-ME 43.34509, -70.50678",43.3450900,-70.5067840,"",,Unspecified,"","",,,,,,,S66904661,"",,,,"Noticeably smaller than the Cooper's that appeared earlier today.  Appears to be a  1st year bird.  Raided the bird feeder at 4pm and spent time in the bushes looking for chipmunks.",Accipiter striatus,shshaw,Species,7816,,4.67,9,,1365,2048
371684711,Photo,Sharp-shinned Hawk (Northern),Accipiter striatus [velox Group],,Ian Davies,2021-09-17,2021,9,17,1053,United States,US-MN-137,Minnesota,St. Louis,Hawk Ridge Nature Reserve--Summit Ledges,46.8525610,-92.0280710,"",,Unspecified,"","",,,,,,,S94928966,"",,,,,Accipiter striatus,shshaw2,Group,7901,,4.55,11,,1636,2681
