ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
207512111,Photo,Sharp-shinned Hawk,Accipiter striatus,,Ines Vasconcelos,2016-05-08,2016,5,8,1125,Brazil,BR-RS,Rio Grande do Sul,,Jardim Botânico de Porto Alegre,-30.0521382,-51.1781616,"",,Unspecified,"","",,,,,,,S64164434,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,2,,2640,3519
207503421,Photo,Sharp-shinned Hawk,Accipiter striatus,,Diane Weismiller,2020-02-05,2020,2,5,1402,Canada,CA-BC-KS,British Columbia,Kitimat-Stikine,H.Thornhill,54.5056787,-128.5418285,"",,Unspecified,"","",,,,,,,S64160341,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,2,,1401,1868
207213101,Photo,Sharp-shinned Hawk,Accipiter striatus,,Roger L. Horn,2020-02-02,2020,2,2,1054,United States,US-NJ-009,New Jersey,Cape May,Cape Island--Higbee Beach WMA,38.9613889,-74.9608333,"",,Unspecified,"","",,,,,,,S64048550,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,2,,1301,1735
200654701,Photo,Sharp-shinned Hawk,Accipiter striatus,,François Smith,2020-01-20,2020,1,20,1145,Canada,CA-QC-MR,Quebec,Montréal,Jardin botanique de Montréal (accès restreint),45.5596562,-73.5626078,"","",Unspecified,"","",,,,,,,S63612353,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,2,Watermark,1134,1134
200185471,Photo,Sharp-shinned Hawk,Accipiter striatus,,Tenzin  Jampa,2020-01-18,2020,1,18,1154,United States,US-ME-027,Maine,Waldo,"66 Magog Rd, Searsmont US-ME (44.3323,-69.1833)",44.3323060,-69.1833290,"",,Unspecified,"","",,,,,,,S63512417,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,2,,1711,1931
199978081,Photo,Sharp-shinned Hawk,Accipiter striatus,,Timothy Piranian,2020-01-17,2020,1,17,930,United States,US-AK-170,Alaska,Matanuska-Susitna,Backyard,61.5906859,-149.3085381,"",,Unspecified,"","",,,,,,,S63496384,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,2,,480,640
199774431,Photo,Sharp-shinned Hawk,Accipiter striatus,,MaryAnn Cervin-Lawry,2020-01-16,2020,1,16,1222,Canada,CA-ON-HT,Ontario,Halton,"Oakville, Home on Springbrook Cres",43.4413685,-79.7211407,"",,Unspecified,"","",,,,,,,S63460544,"",,,,"Note, I originally posted this as a coopers, in December I received an Email from eBird stating that this is a second year Sharp-shinned.   My apologies for the misidentification",Accipiter striatus,shshaw,Species,7816,,5.00,2,,3139,2511
198202721,Photo,Sharp-shinned Hawk,Accipiter striatus,,Jan Thom,2020-01-07,2020,1,7,1330,United States,US-MT-111,Montana,Yellowstone,My yard - west Billings,45.7762040,-108.6428570,Immature – 1,,Unspecified,"","",,,,,,,S63190535,"",,,juvenile,,Accipiter striatus,shshaw,Species,7816,,5.00,2,,3213,3865
197511441,Photo,Sharp-shinned Hawk,Accipiter striatus,,Cynthia Ehlinger,2020-01-05,2020,1,5,1315,United States,US-CT-001,Connecticut,Fairfield,Pomerance Park,41.0515893,-73.6009312,"",,Unspecified,"","",,,,,,,S63065318,"",,,,Adult,Accipiter striatus,shshaw,Species,7816,,5.00,2,,3282,5198
197511401,Photo,Sharp-shinned Hawk,Accipiter striatus,,Cynthia Ehlinger,2020-01-05,2020,1,5,1315,United States,US-CT-001,Connecticut,Fairfield,Pomerance Park,41.0515893,-73.6009312,"",,Unspecified,"","",,,,,,,S63065318,"",,,,Adult,Accipiter striatus,shshaw,Species,7816,,5.00,2,,4273,2627
197211501,Photo,Sharp-shinned Hawk,Accipiter striatus,,Anonymous,2019-12-23,2019,12,23,920,United States,US-NJ-039,New Jersey,Union,"600 Block, Lenox Ave., Westfield, NJ",40.6567396,-74.3398844,"",,Unspecified,"","",,,,,,,S63011742,"",,,,Captured and killed a starling,Accipiter striatus,shshaw,Species,7816,,5.00,2,,1693,2539
196752231,Photo,Sharp-shinned Hawk,Accipiter striatus,,Alvan Buckley,2020-01-02,2020,1,2,952,Canada,CA-NL-ON,Newfoundland and Labrador,"Avalon Peninsula-St. John's",NL--Tors Cove,47.2168848,-52.8505162,Juvenile – 1,,Unspecified,"","",,,,,,,S62924447,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,2,,1732,2598
196375081,Photo,Sharp-shinned Hawk,Accipiter striatus,,Kathy Hicks,2019-12-31,2019,12,31,1627,United States,US-AL-003,Alabama,Baldwin,Hicks Yard,30.4270976,-87.8431875,"",,Unspecified,"","",,,,,,,S62823014,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,2,,960,768
196374711,Photo,Sharp-shinned Hawk,Accipiter striatus,,Kathy Hicks,2019-12-31,2019,12,31,1627,United States,US-AL-003,Alabama,Baldwin,Hicks Yard,30.4270976,-87.8431875,"",,Unspecified,"","",,,,,,,S62823014,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,2,,960,768
196112951,Photo,Sharp-shinned Hawk,Accipiter striatus,,Kerry Ross,2010-09-28,2010,9,28,900,United States,US-NV-007,Nevada,Elko,Goshutes Hawkwatch,40.4253985,-114.2709489,"",,Unspecified,"","",,,,,,,S7144135,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,2,,1433,2150
193845601,Photo,Sharp-shinned Hawk,Accipiter striatus,,Jim/Cathy  Aichele/Nichols,2019-12-17,2019,12,17,830,United States,US-CA-037,California,Los Angeles,"14 Crest Road West, Rolling Hills",33.7570424,-118.3559167,"",,Unspecified,"","",,,,,,,S62420223,"",,,,Sharp-shinned Hawk right outside the Kitchen window sitting about 2ft above the ground at one of our bird feeding areas.  Flies through all the time!,Accipiter striatus,shshaw,Species,7816,,5.00,2,,1901,1621
192826691,Photo,Sharp-shinned Hawk (Northern),Accipiter striatus [velox Group],,Trevor Zook,2017-02-26,2017,2,26,0,United States,US-OH-139,Ohio,Richland,"Barbara Ln., Mansfield",40.7855020,-82.4631774,"",Foraging or Eating,Unspecified,"","",,,,,,,S62256135,"",,,,,Accipiter striatus,shshaw2,Group,7821,,5.00,2,"",2364,3546
192777681,Photo,Sharp-shinned Hawk,Accipiter striatus,,Scott Heppel,2019-12-11,2019,12,11,716,United States,US-TN-157,Tennessee,Shelby,Shelby Farms--Gardner Rd. (Gardens),35.1433181,-89.8551547,"",,Unspecified,"","",,,,,,,S62220202,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,2,,1102,1378
192531931,Photo,Sharp-shinned Hawk,Accipiter striatus,,Cathy DeNeal,2019-12-10,2019,12,10,1420,United States,US-IL-165,Illinois,Saline,Cathy and Gerald DeNeal home,37.6190628,-88.4855792,"",,Unspecified,"","",,,,,,,S62212353,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,2,,1653,2479
191952651,Photo,Sharp-shinned Hawk,Accipiter striatus,,Todd Mitchell,2019-12-07,2019,12,7,1220,United States,US-IA-191,Iowa,Winneshiek,Lake Meyer Park,43.1717249,-91.9085312,"",,Unspecified,"","",,,,,,,S62117845,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,2,,3132,5040
191516301,Photo,Sharp-shinned Hawk,Accipiter striatus,,Robert Snyder,2019-12-05,2019,12,5,750,United States,US-PA-027,Pennsylvania,Centre,158 Black Street (my house),41.0122906,-77.6597450,"",,Unspecified,"","",,,,,,,S61993344,"",,,,"Juvenile, length based on measuring upper part of chair back at 4 5/16” wide;  approx length of bird is 12”, small beak, small roundish head all make this a Sharp-shin.",Accipiter striatus,shshaw,Species,7816,,5.00,2,,2488,1990
190819741,Photo,Sharp-shinned Hawk,Accipiter striatus,,José Hugo Martínez Guerrero,2019-11-30,2019,11,30,728,Mexico,MX-DUR-005,Durango,Durango,Ciénagas Los Álamos,24.0904859,-104.5005959,"",,Unspecified,"","",,,,,,,S61895996,"",,,,"ave pequeña, cola cuadrada, no redonda como Cooper´s , volaba entre los arboles y arbustos a baja altura",Accipiter striatus,shshaw,Species,7816,,5.00,2,,3371,3753
190399431,Photo,Sharp-shinned Hawk (Northern),Accipiter striatus [velox Group],,David Pereksta,2019-11-28,2019,11,28,1000,United States,US-CA-111,California,Ventura,"Dave's neighborhood",34.2753163,-119.1528788,"",,Unspecified,"","",,,,,,,S61828929,"",,,"Sharp-shinned Hawk, Ventura, CA - 28 Nov 2019",,Accipiter striatus,shshaw2,Group,7821,,5.00,2,,800,1200
190341981,Photo,Sharp-shinned Hawk,Accipiter striatus,,Corey S.,2019-11-28,2019,11,28,645,United States,US-NV-003,Nevada,Clark,Las Vegas Wash--Pabco Area,36.0877316,-114.9838436,"",,Unspecified,"","",,,,,,,S61820883,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,2,,2163,3203
190222591,Photo,Sharp-shinned Hawk,Accipiter striatus,,Edward Plumer,2005-12-30,2005,12,30,1700,United States,US-NM-013,New Mexico,Dona Ana,"Las Cruces, NM",32.3187720,-106.7824820,"",,Unspecified,"","",,,,,,,S20476783,"",,,,Caught and ate white wing dove,Accipiter striatus,shshaw,Species,7816,,5.00,2,,1404,1514
189978601,Photo,Sharp-shinned Hawk,Accipiter striatus,,Mitch (Michel) Doucet,2017-03-07,2017,3,7,1145,Canada,CA-NS-HL,Nova Scotia,Halifax,"Sullivan's Pond",44.6733071,-63.5633755,"",,Unspecified,"","",,,,,,,S35033690,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,2,,1084,1626
189840001,Photo,Sharp-shinned Hawk,Accipiter striatus,,Nancy Salem,2019-11-25,2019,11,25,723,United States,US-CA-037,California,Los Angeles,El Dorado Regional Park--Area 2,33.8162368,-118.0860329,"",,Unspecified,"","",,,,,,,S61741410,"",,,,Legs thinner than Cooper’s and tail more squared off.  Please review.,Accipiter striatus,shshaw,Species,7816,,5.00,2,,1008,369
187545731,Photo,Sharp-shinned Hawk,Accipiter striatus,,Dean Hester,2018-03-01,2018,3,1,900,United States,US-IA-103,Iowa,Johnson,Coral Court Home,41.7077149,-91.6115999,"",,Unspecified,"","",,,,,,,S61407838,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,2,,,
187083941,Photo,Sharp-shinned Hawk,Accipiter striatus,,Deborah Kral,2019-11-10,2019,11,10,845,United States,US-NJ-003,New Jersey,Bergen,Palisades Park IBA--State Line Lookout,40.9896210,-73.9060539,"","",Unspecified,"","",,,,,,,S61343248,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,2,Habitat,886,1366
187075731,Photo,Sharp-shinned Hawk,Accipiter striatus,,Ryan Leys,2019-09-08,2019,9,8,1100,Canada,CA-ON-EL,Ontario,Elgin,Hawk Hut,42.6824050,-81.1661410,"",,Unspecified,"","",,,,,,,S59627787,"",,,,Banded 4 HY females. Had two bounce out of mist nets.,Accipiter striatus,shshaw,Species,7816,,5.00,2,,4032,3024
186485961,Photo,Sharp-shinned Hawk,Accipiter striatus,,Russ Morgan,2019-11-07,2019,11,7,1317,United States,US-OR-061,Oregon,Union,Sunnyhill Park,45.3079470,-118.0848505,"",,Unspecified,"","",,,,,,,S61250839,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,2,,2252,1710
185899821,Photo,Sharp-shinned Hawk,Accipiter striatus,,Jack VanDyk,2019-11-03,2019,11,3,1100,Canada,CA-BC-NO,British Columbia,North Okanagan,467 Pottery Rd.Vernon B. C.,50.2551354,-119.2256176,"",,Unspecified,"","",,,,,,,S61166382,"",,,,In a tree beside our deck and before that in the front checking on feeding birds.,Accipiter striatus,shshaw,Species,7816,,5.00,2,,3456,4608
185116491,Photo,Sharp-shinned Hawk,Accipiter striatus,,Jay Rasmussen,2019-10-28,2019,10,28,0,United States,US-OR-007,Oregon,Clatsop,"Home, Svensen, Clatsop County, Oregon, US",46.1470928,-123.6542519,"",,Unspecified,"","",,,,,,,S61054152,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,2,,3456,5184
184606431,Photo,Sharp-shinned Hawk,Accipiter striatus,,LUIS ROBERTO DA SILVA,2019-10-26,2019,10,26,1101,Brazil,BR-SP,São Paulo,,Parque Municipal Chácara do Jockey,-23.6006716,-46.7443954,"",,Unspecified,"","",,,,,,,S60962835,"",,,,"Voando em meio a andorinhas, carregando algo nas garras.",Accipiter striatus,shshaw,Species,7816,,5.00,2,,600,900
182937681,Photo,Sharp-shinned Hawk,Accipiter striatus,,Sean Sime,2019-10-18,2019,10,18,1042,United States,US-NY-081,New York,Queens,Fort Tilden,40.5632807,-73.8833118,"",,Unspecified,"","",,,,,,,S60727390,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,2,,1417,2100
182324131,Photo,Sharp-shinned Hawk,Accipiter striatus,,Terence Degan,2019-10-15,2019,10,15,1203,United States,US-CA-053,California,Monterey,Fort Ord NM--BLM work center vicinity (old hdqs),36.6200852,-121.7706660,"",,Unspecified,"","",,,,,,,S60649485,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,2,,688,860
182026961,Photo,Sharp-shinned Hawk,Accipiter striatus,,Don Carbaugh,2019-10-13,2019,10,13,1300,United States,US-PA-009,Pennsylvania,Bedford,Allegheny Front Hawk Watch,40.0814170,-78.7278370,"",,Unspecified,"","",,,,,,,S60603138,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,2,,1873,2618
181106241,Photo,Sharp-shinned Hawk,Accipiter striatus,,Trevor Bulmer,2019-10-08,2019,10,8,739,Canada,CA-BC-CP,British Columbia,Capital,Victoria--Glencoe Cove Park,48.4885958,-123.3015338,"",,Unspecified,"","",,,,,,,S60454856,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,2,,724,1086
180713821,Photo,Sharp-shinned Hawk,Accipiter striatus,,Ethan Gosnell,2019-10-05,2019,10,5,747,Canada,CA-ON-HU,Ontario,Huron,The Bluff,43.3793330,-81.7143510,"",,Unspecified,"","",,,,,,,S60366693,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,2,,2368,3553
180325431,Photo,Sharp-shinned Hawk,Accipiter striatus,,Gus van Vliet,2019-10-03,2019,10,3,0,United States,US-AK-110,Alaska,Juneau,Auke Bay - Yard & Point,58.3610546,-134.6455336,"",,Unspecified,"","",,,,,,,S60316781,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,2,,2779,3278
176383121,Photo,Sharp-shinned Hawk,Accipiter striatus,,Chris Allen,2019-09-09,2019,9,9,710,Canada,CA-ON-OT,Ontario,Ottawa,Ottawa--Greenbelt Trail 10,45.3551761,-75.8607566,"",,Unspecified,"","",,,,,,,S59646405,"",,,Record shot of bird circling overhead,,Accipiter striatus,shshaw,Species,7816,,5.00,2,,737,1106
175101681,Photo,Sharp-shinned Hawk,Accipiter striatus,,Irene Crosland,2019-08-30,2019,8,30,832,Canada,CA-AB-TE,Alberta,Camrose-Lloydminister,"Tofield, Crosland Yard",53.3764166,-112.6626170,"",,Unspecified,"","",,,,,,,S59376107,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,2,,980,1609
174873541,Photo,Sharp-shinned Hawk,Accipiter striatus,,George Hachey,2019-08-17,2019,8,17,1048,Canada,CA-NB-WE,New Brunswick,Westmorland,"Harrisville Blvd Moncton, New Brunswick",46.1233289,-64.7239130,"",,Unspecified,"","",,,,,,,S59368809,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,2,,2592,3888
174802421,Photo,Sharp-shinned Hawk,Accipiter striatus,,Chris  Rees,2019-08-30,2019,8,30,1430,Canada,CA-AB-EL,Alberta,Edmonton,Raven Crest Golf Club,53.6044663,-113.3200775,"",,Unspecified,"","",,,,,,,S59384467,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,2,,2998,4497
171907331,Photo,Sharp-shinned Hawk,Accipiter striatus,,Sue Lentle,2019-08-10,2019,8,10,1315,Canada,CA-AB-EL,Alberta,Edmonton,Strathcona Wilderness Centre,53.5325921,-112.9989016,"",,Unspecified,"","",,,,,,,S58894263,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,2,,1200,1600
159494831,Photo,Sharp-shinned Hawk,Accipiter striatus,,pierre martin,2019-05-18,2019,5,18,600,Canada,CA-QC-MW,Quebec,Matawinie,maison,46.3856090,-74.2569250,"",,Unspecified,"","",,,,,,,S56479238,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,2,,2209,1767
158428001,Photo,Sharp-shinned Hawk,Accipiter striatus,,Réal Poulin,2019-05-13,2019,5,13,730,Canada,CA-QC-MB,Quebec,Minganie,"Promenade, Rivière-St-Jean",50.2904360,-64.3316460,"",,Unspecified,"","",,,,,,,S56257970,"",,,,"Présent directement sur mon poste d'alimentation; bien sûr le coin s'est vidé aussitôt. Voir photo.",Accipiter striatus,shshaw,Species,7816,,5.00,2,,2847,4271
155030351,Photo,Sharp-shinned Hawk,Accipiter striatus,,Céline Boilard,2019-04-30,2019,4,30,1530,Canada,CA-QC-CM,Quebec,Shawinigan,Maison SJDP,46.6986770,-72.7528780,Immature,,Unspecified,"","",,,,,,,S55604975,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,2,,,
154989271,Photo,Sharp-shinned Hawk,Accipiter striatus,,Kendell Loyd,2019-04-30,2019,4,30,1532,United States,US-MO-077,Missouri,Greene,Lake Springfield--Lake Springfield Park,37.1160556,-93.2514596,Adult Female,,Unspecified,"","",,,,,,,S55607483,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,2,,3888,5184
154872641,Photo,Sharp-shinned Hawk,Accipiter striatus,,Todd Mitchell,2019-04-29,2019,4,29,1630,United States,US-MN-045,Minnesota,Fillmore,"Richard J. Dorer Memorial Hardwood State Forest, Rushford Village US-MN (43.8306,-91.7708)",43.8306230,-91.7707700,"",,Unspecified,"","",,,,,,,S55570555,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,2,,2047,2087
154088661,Photo,Sharp-shinned Hawk,Accipiter striatus,,Josée Rousseau,2019-04-25,2019,4,25,645,Canada,CA-QC-DD,Quebec,Le Domaine-du-Roy,"Roberval, Boulevard de l'Anse",48.4789965,-72.1999598,"",,Unspecified,"","",,,,,,,S55451488,"",,,,"L'oiseau était déjà présent dans la cour à mon lever et est demeuré tout l'avant-midi dans les arbres à se reposer et à faire sa toilette. Ne semblait pas surveiller un repas. Très peu farouche, je l'ai photographié pendant un bon deux heures, me trouvant quelques fois à 8 mètres de lui.",Accipiter striatus,shshaw,Species,7816,,5.00,2,,1000,756
154035071,Photo,Sharp-shinned Hawk,Accipiter striatus,,Jan Thom,2019-04-26,2019,4,26,645,United States,US-MT-111,Montana,Yellowstone,My yard - west Billings,45.7762040,-108.6428570,Adult Female,,Unspecified,"","",,,,,,,S55444675,"",,,,adult female with prey,Accipiter striatus,shshaw,Species,7816,,5.00,2,,2679,3396
152138561,Photo,Sharp-shinned Hawk,Accipiter striatus,,William Green,2019-04-19,2019,4,19,1745,United States,US-MI-041,Michigan,Delta,Green’s Home,45.8313710,-86.5541550,"",,Unspecified,"","",,,,,,,S55143620,"",,,,What a couple of days for raptors. A Sharp-shinned Hawk male perched even still on my dock. Big Bay de Noc.,Accipiter striatus,shshaw,Species,7816,,5.00,2,,3138,2940
152115191,Photo,Sharp-shinned Hawk,Accipiter striatus,,David Brown,2019-04-19,2019,4,19,817,United States,US-NY-055,New York,Monroe,Braddock Bay Park--Hawk Watch,43.3036500,-77.7163028,"",,Unspecified,"","",,,,,,,S55134943,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,2,,889,1334
151230761,Photo,Sharp-shinned Hawk,Accipiter striatus,,Jerry Ting,2019-03-30,2019,3,30,800,United States,US-CA-001,California,Alameda,Mountain View Cemetery (ALA Co.),37.8340285,-122.2387469,"",,Unspecified,"","",,,,,,,S54382159,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,2,,1100,1600
150674751,Photo,Sharp-shinned Hawk,Accipiter striatus,,David Wilson,2019-04-12,2019,4,12,736,United States,US-NV-003,Nevada,Clark,Las Vegas Urban--Clark County Wetlands Park,36.1006947,-115.0224620,"",,Unspecified,"","",,,,,,,S54889662,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,2,,1456,2184
148682931,Photo,Sharp-shinned Hawk,Accipiter striatus,,Marie Wardell,2019-02-19,2019,2,19,900,United States,US-CT-001,Connecticut,Fairfield,"6 Meadow Dr, Cos Cob US-CT (41.0452,-73.5998)",41.0452360,-73.5997570,"",,Unspecified,"","",,,,,,,S54490436,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,2,,2169,1627
147356451,Photo,Sharp-shinned Hawk,Accipiter striatus,,Chris Tanguay,2019-03-21,2019,3,21,1011,United States,US-MA-003,Massachusetts,Berkshire,"32 Linden Lane Hinsdale,  MA 01235",42.4478895,-73.0635061,Adult,,Unspecified,"","",,,,,,,S54104620,"",,,,"Sharp'shinned hawk perched near bird feeder searching for birds. Same spot for 15 min. or so.",Accipiter striatus,shshaw,Species,7816,,5.00,2,,1080,1440
146775261,Photo,Sharp-shinned Hawk,Accipiter striatus,,Bradley Waggoner,2019-03-21,2019,3,21,1156,United States,US-CA-065,California,Riverside,Desert Center--Lake Tamarisk,33.7402932,-115.3947902,"",,Unspecified,"","",,,,,,,S54082440,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,2,,1569,1239
146684201,Photo,Sharp-shinned Hawk,Accipiter striatus,,Joanna Parlow,2019-03-22,2019,3,22,1015,United States,US-FL-069,Florida,Lake,At Lakenridge,28.9399980,-81.6834556,"",,Unspecified,"","",,,,,,,S54105085,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,2,,1144,1475
146626011,Photo,Sharp-shinned Hawk,Accipiter striatus,,James Rieman,2019-03-21,2019,3,21,752,United States,US-TX-201,Texas,Harris,Robert C. Stuart Park,29.6713897,-95.2992457,"",,Unspecified,"","",,,,,,,S54069807,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,2,,1698,2379
146565381,Photo,Sharp-shinned Hawk,Accipiter striatus,,Vicki Robinson,2019-03-21,2019,3,21,1300,United States,US-CA-001,California,Alameda,Vickis backyard,37.5137756,-121.9597938,"",,Unspecified,"","",,,,,,,S54081515,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,2,,1475,1964
146378591,Photo,Sharp-shinned Hawk,Accipiter striatus,,Yvonne Motherwell,2019-03-18,2019,3,18,1755,United States,US-ID-001,Idaho,Ada,Motherwell’s Ashcroft Way backyard,43.5559120,-116.3442820,"",,Unspecified,"","",,,,,,,S53996160,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,2,,3456,4608
145568471,Photo,Sharp-shinned Hawk,Accipiter striatus,,Stefano Ianiro,2019-03-15,2019,3,15,1112,Canada,CA-QC-MR,Quebec,Montréal,"Emily's Backyard",45.4404062,-73.5925521,"",,Unspecified,"","",,,,,,,S53856603,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,2,,1895,1895
145294131,Photo,Sharp-shinned Hawk,Accipiter striatus,,Lee Jaffe,2019-03-13,2019,3,13,1253,United States,US-CA-087,California,Santa Cruz,Kalkar Quarry,36.9824372,-122.0481384,"",,Unspecified,"","",,,,,,,S53783249,"",,,,"Short head projection, bent wrists, square tail; photos",Accipiter striatus,shshaw,Species,7816,,5.00,2,,1280,1920
145232651,Photo,Sharp-shinned Hawk,Accipiter striatus,,Scott Logan,2019-03-12,2019,3,12,1545,United States,US-CA-037,California,Los Angeles,Neighborhood -- Beverly Hills 2 SG (¼ mile radius),34.0961160,-118.4169102,"",,Unspecified,"","",,,,,,,S53786490,"",,,SSHA eating ALHU,,Accipiter striatus,shshaw,Species,7816,,5.00,2,,1827,1500
145160471,Photo,Sharp-shinned Hawk,Accipiter striatus,,Bill Lenhart,2019-03-04,2019,3,4,1030,United States,US-NY-027,New York,Dutchess,"2122 New Hackensack Road, Poughkeepsie, New York, US (41.66, -73.874)",41.6600962,-73.8740462,Immature Male,,Unspecified,"","",,,,,,,S53764215,"",,,Fresh killed Red-winged Blackbird,,Accipiter striatus,shshaw,Species,7896,,5.00,2,,1200,1600
144754701,Photo,Sharp-shinned Hawk,Accipiter striatus,,Lubna Khan,2019-03-10,2019,3,10,945,Canada,CA-BC-CR,British Columbia,Cariboo,Farwell Canyon,51.8282800,-122.5631800,"",,Unspecified,"","",,,,,,,S53686273,"",,,,,Accipiter striatus,shshaw,Species,7816,,5.00,2,,3072,4608
144699861,Photo,Sharp-shinned Hawk,Accipiter striatus,,Brian Rusnica,2019-03-08,2019,3,8,709,United States,US-MA-017,Massachusetts,Middlesex,American Academy of Arts and Sciences Park,42.3803246,-71.1106210,Juvenile,,Unspecified,"","",,,,,,,S53594054,"",,,,"Unbelievable sighting... in my hundreds of hours in this neighborhood, I have never seen a Sharpie and could hardly believe this close encounter.  This juvenile perched still for nearly 30 mins before diving into a hedge full of HOSP, missing, and then pursuing an AMRO and missing hauling it in by inches.  Unforgettable!",Accipiter striatus,shshaw,Species,7816,,5.00,2,,2642,4697
143691201,Photo,Sharp-shinned Hawk,Accipiter striatus,,Matt Watson,2019-03-03,2019,3,3,755,United States,US-MA-017,Massachusetts,Middlesex,51 Summer Street,42.4340648,-71.4543688,"",,Unspecified,"","",,,,,,,S53342017,"",,,,,Accipiter striatus,shshaw,Species,7896,,5.00,2,,1962,2418
143588161,Photo,Sharp-shinned Hawk,Accipiter striatus,,Christine Nisbet,2019-03-02,2019,3,2,1430,Canada,CA-NB-KI,New Brunswick,Kings,"Regal Dr, Quispamsis",45.4463000,-65.9490000,"",,Unspecified,"","",,,,,,,S53357932,"",,,,This hawk first sat in our tree behind the feeders then flew circles just above the mugo pine in the front corner of the house scaring up the chickadees sitting in it,Accipiter striatus,shshaw,Species,7816,,5.00,2,,3456,5184
142808281,Photo,Sharp-shinned Hawk,Accipiter striatus,,Sue Kaehler,2019-02-26,2019,2,26,1645,United States,US-WI-089,Wisconsin,Ozaukee,yard,43.5416325,-87.8676732,"",,Unspecified,"","",,,,,,,S53172333,"",,,,Eating a DEJU just outside my window!,Accipiter striatus,shshaw,Species,7816,,5.00,2,,2043,2724
142792471,Photo,Sharp-shinned Hawk,Accipiter striatus,,Anonymous,2019-02-26,2019,2,26,1415,United States,US-MI-163,Michigan,Wayne,Arkona Rd,42.1010564,-83.4928268,"",,Unspecified,"","",,,,,,,S53170284,"",,,"distance 20 feet, thru window, 26Feb2019","The hawk was perched near the patio feeders, and we noted the following; the bird was 12-14 inches tall (on the larger size for a sharp shinned), the chest was orange streaked (not brown), the bird's head and nape color were the same gray-blue, and the tail was squared-off.",Accipiter striatus,shshaw,Species,7816,,5.00,2,,3000,4000
142792011,Photo,Sharp-shinned Hawk,Accipiter striatus,,Anonymous,2019-02-26,2019,2,26,1415,United States,US-MI-163,Michigan,Wayne,Arkona Rd,42.1010564,-83.4928268,"",,Unspecified,"","",,,,,,,S53170284,"",,,"distance 20 feet, thru window, 26Feb2019, several similar photos available","The hawk was perched near the patio feeders, and we noted the following; the bird was 12-14 inches tall (on the larger size for a sharp shinned), the chest was orange streaked (not brown), the bird's head and nape color were the same gray-blue, and the tail was squared-off.",Accipiter striatus,shshaw,Species,7816,,5.00,2,,3000,4000
