ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
396055521,Photo,Red-tailed Hawk,Buteo jamaicensis,,Barry Spolter,2021-11-16,2021,11,16,915,United States,US-CA-079,California,San Luis Obispo,Laguna Lake,35.2656069,-120.6903817,"",,Unspecified,"","",,,,,,,S97672767,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,3756,2397
396055501,Photo,Red-tailed Hawk,Buteo jamaicensis,,Barry Spolter,2021-11-16,2021,11,16,915,United States,US-CA-079,California,San Luis Obispo,Laguna Lake,35.2656069,-120.6903817,"",,Unspecified,"","",,,,,,,S97672767,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,2888,2071
396055161,Photo,Red-tailed Hawk,Buteo jamaicensis,,Leslie S,2021-12-14,2021,12,14,1540,United States,US-CO-013,Colorado,Boulder,63rd and Diagonal Hwy,40.0763223,-105.2067518,"",,Unspecified,"","",,,,,,,S98900865,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,910,1213
396055141,Photo,Red-tailed Hawk,Buteo jamaicensis,,Susan Wood,2021-12-14,2021,12,14,1418,United States,US-AL-125,Alabama,Tuscaloosa,University of Alabama Arboretum,33.1945625,-87.4808264,"",,Unspecified,"","",,,,,,,S98900842,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,729,1094
396055131,Photo,Red-tailed Hawk,Buteo jamaicensis,,Susan Wood,2021-12-14,2021,12,14,1418,United States,US-AL-125,Alabama,Tuscaloosa,University of Alabama Arboretum,33.1945625,-87.4808264,"",,Unspecified,"","",,,,,,,S98900842,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,469,704
396055121,Photo,Red-tailed Hawk,Buteo jamaicensis,,Susan Wood,2021-12-14,2021,12,14,1418,United States,US-AL-125,Alabama,Tuscaloosa,University of Alabama Arboretum,33.1945625,-87.4808264,"",,Unspecified,"","",,,,,,,S98900842,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,491,737
396055111,Photo,Red-tailed Hawk,Buteo jamaicensis,,Susan Wood,2021-12-14,2021,12,14,1418,United States,US-AL-125,Alabama,Tuscaloosa,University of Alabama Arboretum,33.1945625,-87.4808264,"",,Unspecified,"","",,,,,,,S98900842,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,677,1016
396055101,Photo,Red-tailed Hawk,Buteo jamaicensis,,Susan Wood,2021-12-14,2021,12,14,1418,United States,US-AL-125,Alabama,Tuscaloosa,University of Alabama Arboretum,33.1945625,-87.4808264,"",,Unspecified,"","",,,,,,,S98900842,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,465,698
396055091,Photo,Red-tailed Hawk,Buteo jamaicensis,,Susan Wood,2021-12-14,2021,12,14,1418,United States,US-AL-125,Alabama,Tuscaloosa,University of Alabama Arboretum,33.1945625,-87.4808264,"",,Unspecified,"","",,,,,,,S98900842,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,544,816
396048381,Photo,Red-tailed Hawk,Buteo jamaicensis,,Sharon Freeman,2021-12-14,2021,12,14,1430,Canada,CA-ON-TO,Ontario,Toronto,Toronto--James Gardens,43.6710379,-79.5150518,"",,Unspecified,"","",,,,,,,S98900187,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,3264,4928
396043731,Photo,Red-tailed Hawk,Buteo jamaicensis,,Michael I Christie,2021-11-25,2021,11,25,1215,United States,US-CA-083,California,Santa Barbara,Salisbury Potrero,34.8182472,-119.7094470,Adult – 1,Flying,Unspecified,"","",,,,,,,S98136761,"",,,"Red-tailed Hawk, Salisbury Potrero",,Buteo jamaicensis,rethaw,Species,8094,,2.00,1,"",863,1293
396041091,Photo,Red-tailed Hawk,Buteo jamaicensis,,Cyndy Hardaker,2021-12-14,2021,12,14,1020,United States,US-LA-073,Louisiana,Ouachita,Toney Bayou Rd,32.4730487,-92.1286654,"",,Unspecified,"","",,,,,,,S98899651,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,1118,876
396041081,Photo,Red-tailed Hawk,Buteo jamaicensis,,Cyndy Hardaker,2021-12-14,2021,12,14,1020,United States,US-LA-073,Louisiana,Ouachita,Toney Bayou Rd,32.4730487,-92.1286654,"",,Unspecified,"","",,,,,,,S98899651,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,646,894
396039801,Photo,Red-tailed Hawk,Buteo jamaicensis,,FELIPE SAN MARTIN,2021-01-15,2021,1,15,750,Mexico,MX-TAM-035,Tamaulipas,San Fernando,"Alrededores de Carboneras, municipio de San Fernando, Tamaulipas",24.7281000,-97.7929000,"",,Unspecified,"","",,,,,,,S79431533,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,1649,2050
396039581,Photo,Red-tailed Hawk,Buteo jamaicensis,,FELIPE SAN MARTIN,2021-02-18,2021,2,18,800,Mexico,MX-TAM-037,Tamaulipas,Soto la Marina,Rancho Los Pescados,23.8532000,-98.0885000,"",,Unspecified,"","",,,,,,,S81922560,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,2498,1875
396039231,Photo,Red-tailed Hawk,Buteo jamaicensis,,FELIPE SAN MARTIN,2021-03-22,2021,3,22,900,Mexico,MX-TAM-041,Tamaulipas,Victoria,Parque Estatal El Refugio,23.7282000,-99.1217000,"",,Unspecified,"","",,,,,,,S98899540,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,2591,2942
396039061,Photo,Red-tailed Hawk,Buteo jamaicensis,,Jay Brasher,2021-12-12,2021,12,12,1122,United States,US-TN-103,Tennessee,Lincoln,Coral Ridge,35.2383287,-86.7109680,Adult – 1,,Unspecified,"","",,,,,,,S98834127,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,2.00,1,,1198,1800
396039041,Photo,Red-tailed Hawk,Buteo jamaicensis,,Deborah Kral,2021-12-14,2021,12,14,1210,United States,US-NY-027,New York,Dutchess,"253 Sunset Trail, Clinton Corners US-NY 41.85639, -73.79751",41.8563860,-73.7975110,"",,Unspecified,"","",,,,,,,S98879040,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,1019,1400
396038331,Photo,"Red-tailed Hawk (Harlan's)",Buteo jamaicensis harlani,,Bob Martinka,2021-12-14,2021,12,14,1125,United States,US-MT-049,Montana,Lewis and Clark,Frontage Road Pond,46.6685207,-112.0100605,"",,Unspecified,"","",,,,,,,S98883615,"",,,,,Buteo jamaicensis,hrthaw1,Group,8101,,5.00,1,,1611,2865
396038301,Photo,"Red-tailed Hawk (Harlan's)",Buteo jamaicensis harlani,,Bob Martinka,2021-12-14,2021,12,14,1125,United States,US-MT-049,Montana,Lewis and Clark,Frontage Road Pond,46.6685207,-112.0100605,"",,Unspecified,"","",,,,,,,S98883615,"",,,,,Buteo jamaicensis,hrthaw1,Group,8101,,5.00,1,,1123,1571
396037931,Photo,Red-tailed Hawk,Buteo jamaicensis,,Gil Ewing,2021-12-14,2021,12,14,1225,United States,US-CA-067,California,Sacramento,Lake Natoma--Nimbus Flat access,38.6359808,-121.2156773,"",,Unspecified,"","",,,,,,,S98899355,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,3.00,1,,1297,1945
396035781,Photo,Red-tailed Hawk,Buteo jamaicensis,,Emily Ross,2021-12-14,2021,12,14,845,United States,US-MA-021,Massachusetts,Norfolk,"8 Russell Street, Quincy, Massachusetts, US (42.284, -71.031)",42.2838237,-71.0306152,"",,Unspecified,"","",,,,,,,S98882380,"",,,,Perched on dead tree in backyard.,Buteo jamaicensis,rethaw,Species,8094,,3.00,1,,2732,3877
396033781,Photo,Red-tailed Hawk,Buteo jamaicensis,,Bala Chennupati,2021-12-14,2021,12,14,1500,United States,US-AL-089,Alabama,Madison,"Brenda Drive, Madison",34.7129287,-86.7191413,"",,Unspecified,"","",,,,,,,S98895874,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,1133,1374
396033771,Photo,Red-tailed Hawk,Buteo jamaicensis,,Bala Chennupati,2021-12-14,2021,12,14,1500,United States,US-AL-089,Alabama,Madison,"Brenda Drive, Madison",34.7129287,-86.7191413,"",,Unspecified,"","",,,,,,,S98895874,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,1287,1488
396031201,Photo,Red-tailed Hawk,Buteo jamaicensis,,Donna Pomeroy,2021-12-14,2021,12,14,727,United States,US-CA-081,California,San Mateo,Pillar Point Harbor,37.4975376,-122.4906063,"",,Unspecified,"","",,,,,,,S98893740,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,3.00,1,,3456,5184
396030981,Photo,Red-tailed Hawk,Buteo jamaicensis,,Maggie Silverman,2021-12-02,2021,12,2,1239,United States,US-MD-009,Maryland,Calvert,"20657, Lusby US-MD (38.3752,-76.4592)",38.3751710,-76.4592090,"",,Unspecified,"","",,,,,,,S98366432,"",,,,Perched in trees,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,639,852
396030681,Photo,Red-tailed Hawk,Buteo jamaicensis,,Maggie Silverman,2021-12-02,2021,12,2,1239,United States,US-MD-009,Maryland,Calvert,"20657, Lusby US-MD (38.3752,-76.4592)",38.3751710,-76.4592090,"",,Unspecified,"","",,,,,,,S98366432,"",,,,Perched in trees,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,1248,1664
396030561,Photo,Red-tailed Hawk,Buteo jamaicensis,,Pete Fenner,2021-12-14,2021,12,14,659,United States,US-IL-095,Illinois,Knox,"Old Wagon Rd CR1250 E, Knoxville IL",40.9256000,-90.2062000,"",,Unspecified,"","",,,,,,,S98872178,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,3.00,1,,3184,2388
396030451,Photo,Red-tailed Hawk,Buteo jamaicensis,,Z A Lloyd,2021-12-14,2021,12,14,1400,Canada,CA-ON-TO,Ontario,Toronto,Toronto--Downsview Park,43.7437383,-79.4830566,"",,Unspecified,"","",,,,,,,S98898824,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,3.00,1,,800,1000
396030371,Photo,Red-tailed Hawk,Buteo jamaicensis,,Maggie Silverman,2021-12-02,2021,12,2,1231,United States,US-MD-009,Maryland,Calvert,"11410–11660 Mill Bridge Rd, Lusby US-MD 38.37697, -76.45970",38.3769690,-76.4597040,"",,Unspecified,"","",,,,,,,S98366372,"",,,,Flying above road,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,2038,2717
396028981,Photo,Red-tailed Hawk,Buteo jamaicensis,,Maggie Silverman,2021-12-02,2021,12,2,1215,United States,US-MD-009,Maryland,Calvert,"Hellen Creek, Lusby US-MD (38.3757,-76.4649)",38.3757400,-76.4649460,"",,Unspecified,"","",,,,,,,S98366317,"",,,,"Circling around the southwest side of the creek/inlet, mobbed by crows",Buteo jamaicensis,rethaw,Species,8094,,.00,0,,1404,1872
396028191,Photo,Red-tailed Hawk,Buteo jamaicensis,,Brian Rusnica,2021-12-14,2021,12,14,712,United States,US-MA-017,Massachusetts,Middlesex,Twin City Plaza,42.3733953,-71.0871112,Juvenile – 1,Flying,Unspecified,"","",,,,,,,S98868502,"",,,,2 juvs,Buteo jamaicensis,rethaw,Species,8094,,4.00,1,"",2880,5119
396027991,Photo,Red-tailed Hawk,Buteo jamaicensis,,Anonymous,2021-12-04,2021,12,4,1045,United States,US-IL-031,Illinois,Cook,St. Paul Woods,42.0351371,-87.7920291,"",,Unspecified,"","",,,,,,,S98898510,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,2596,3461
396027771,Photo,Red-tailed Hawk,Buteo jamaicensis,,Kelly Finan,2021-12-14,2021,12,14,1507,United States,US-PA-115,Pennsylvania,Susquehanna,Heart Lake,41.8474725,-75.7894789,"",,Unspecified,"","",,,,,,,S98887702,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,768,1024
396027251,Photo,Red-tailed Hawk,Buteo jamaicensis,,Craig Harris,2021-12-13,2021,12,13,757,Canada,CA-ON-TO,Ontario,Toronto,Toronto--Taylor Creek Park,43.7012320,-79.3161596,"",,Unspecified,"","",,,,,,,S98829255,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,3000,4000
396026251,Photo,Red-tailed Hawk,Buteo jamaicensis,,MJ Heatherington,2021-12-14,2021,12,14,1144,United States,US-NJ-029,New Jersey,Ocean,Lake Carasaljo,40.0916678,-74.2250714,"",,Unspecified,"","",,,,,,,S98880645,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,1572,1763
396025721,Photo,Red-tailed Hawk,Buteo jamaicensis,,Brad  Vissia,2021-12-14,2021,12,14,1335,Canada,CA-BC-OS,British Columbia,Okanagan-Similkameen,Penticton--Old Airport Road (kantuxwtn) [no public access off road],49.4639513,-119.6133629,"",,Unspecified,"","",,,,,,,S98898163,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,4.50,2,,3484,2312
396025711,Photo,Red-tailed Hawk,Buteo jamaicensis,,Brad  Vissia,2021-12-14,2021,12,14,1335,Canada,CA-BC-OS,British Columbia,Okanagan-Similkameen,Penticton--Old Airport Road (kantuxwtn) [no public access off road],49.4639513,-119.6133629,"",,Unspecified,"","",,,,,,,S98898163,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,4.67,6,,3359,5029
396024091,Photo,"Red-tailed Hawk (Harlan's)",Buteo jamaicensis harlani,,Bryant Olsen,2021-12-14,2021,12,14,1029,United States,US-UT-003,Utah,Box Elder,Blue Creek Spring,41.8316281,-112.4537616,Adult – 1,Flying,Unspecified,"","",,,,,,,S98879904,"",,,dark morph,,Buteo jamaicensis,hrthaw1,Group,8101,,3.00,1,"",1845,2333
396021511,Photo,Red-tailed Hawk,Buteo jamaicensis,,Kathryn Clouston,2021-12-07,2021,12,7,959,Canada,CA-BC-CX,British Columbia,Comox-Strathcona,Comox Bay Farm (restricted access),49.6924733,-124.9844599,"",,Unspecified,"","",,,,,,,S98892577,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,3.00,1,,1252,1441
396020901,Photo,Red-tailed Hawk (calurus/alascensis),Buteo jamaicensis calurus/alascensis,,Jon. Anderson,2019-12-15,2019,12,15,1304,United States,US-WA-067,Washington,Thurston,"Yauger Park, Olympia",47.0419798,-122.9415607,"",,Unspecified,"","",,,,,,,S62341915,"",,,,,Buteo jamaicensis,wrthaw1,Group,8095,,.00,0,,722,1074
396019431,Photo,Red-tailed Hawk,Buteo jamaicensis,,Denise Wight,2021-12-14,2021,12,14,1015,United States,US-CA-013,California,Contra Costa,EBMUD--Valle Vista Staging Area (permit required),37.8212430,-122.1393013,"",,Unspecified,"","",,,,,,,S98897265,"",,,,"Drying wings in the sun after yesterday's heavy rains.",Buteo jamaicensis,rethaw,Species,8094,,.00,0,,1471,1461
396019411,Photo,Red-tailed Hawk,Buteo jamaicensis,,Steve Yarbrough,2021-12-13,2021,12,13,1330,United States,US-TN-053,Tennessee,Gibson,Humboldt Gibson Wells Rd,35.8809188,-89.0434482,"",,Unspecified,"","",,,,,,,S98897658,"",,,,Red-tailed integrate Hawk,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,1900,2848
396019331,Photo,Red-tailed Hawk,Buteo jamaicensis,,Steve Yarbrough,2021-12-13,2021,12,13,1330,United States,US-TN-053,Tennessee,Gibson,Humboldt Gibson Wells Rd,35.8809188,-89.0434482,"",,Unspecified,"","",,,,,,,S98897658,"",,,,Red-tailed integrate Hawk,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,1900,2848
396019291,Photo,Red-tailed Hawk,Buteo jamaicensis,,Steve Yarbrough,2021-12-13,2021,12,13,1330,United States,US-TN-053,Tennessee,Gibson,Humboldt Gibson Wells Rd,35.8809188,-89.0434482,"",,Unspecified,"","",,,,,,,S98897658,"",,,,Red-tailed integrate Hawk,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,1901,2848
396019201,Photo,Red-tailed Hawk,Buteo jamaicensis,,Steve Yarbrough,2021-12-13,2021,12,13,1330,United States,US-TN-053,Tennessee,Gibson,Humboldt Gibson Wells Rd,35.8809188,-89.0434482,"",,Unspecified,"","",,,,,,,S98897658,"",,,,Red-tailed integrate Hawk,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,1270,1898
396019151,Photo,Red-tailed Hawk,Buteo jamaicensis,,Steve Yarbrough,2021-12-13,2021,12,13,1330,United States,US-TN-053,Tennessee,Gibson,Humboldt Gibson Wells Rd,35.8809188,-89.0434482,"",,Unspecified,"","",,,,,,,S98897658,"",,,,Red-tailed integrate Hawk,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,1900,2848
396019111,Photo,Red-tailed Hawk,Buteo jamaicensis,,Steve Yarbrough,2021-12-13,2021,12,13,1330,United States,US-TN-053,Tennessee,Gibson,Humboldt Gibson Wells Rd,35.8809188,-89.0434482,"",,Unspecified,"","",,,,,,,S98897658,"",,,,Red-tailed integrate Hawk,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,2848,4272
396019071,Photo,Red-tailed Hawk,Buteo jamaicensis,,Anonymous,2021-12-10,2021,12,10,1245,United States,US-NY-119,New York,Westchester,Kensico Cemetery,41.0763102,-73.7863362,"",,Unspecified,"","",,,,,,,S98734643,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,3888,5184
396019031,Photo,Red-tailed Hawk,Buteo jamaicensis,,Steve Yarbrough,2021-12-13,2021,12,13,1330,United States,US-TN-053,Tennessee,Gibson,Humboldt Gibson Wells Rd,35.8809188,-89.0434482,"",,Unspecified,"","",,,,,,,S98897658,"",,,,Red-tailed integrate Hawk,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,1900,2848
396014691,Photo,Red-tailed Hawk,Buteo jamaicensis,,Ethan Maynard,2021-12-14,2021,12,14,1056,United States,US-OH-055,Ohio,Geauga,Hayes Rd.,41.4840000,-81.0220000,"",,Unspecified,"","",,,,,,,S98875785,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,3000,4000
396012641,Photo,"Red-tailed Hawk (Harlan's)",Buteo jamaicensis harlani,,Thomas Jackman,2021-12-11,2021,12,11,1245,United States,US-NM-007,New Mexico,Colfax,Maxwell NWR,36.5688651,-104.5815831,"",,Unspecified,"","",,,,,,,S98896840,"",,,,Dark Morph appeared all black with silver gray underwing.  Lake 13,Buteo jamaicensis,hrthaw1,Group,8101,,.00,0,,2807,2079
396007451,Photo,Red-tailed Hawk,Buteo jamaicensis,,Anonymous,2021-12-14,2021,12,14,1355,United States,US-TX-453,Texas,Travis,River Crest Drive,30.3391830,-97.8139790,"",,Unspecified,"","",,,,,,,S98896342,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,1087,1630
396007441,Photo,Red-tailed Hawk,Buteo jamaicensis,,Anonymous,2021-12-14,2021,12,14,1355,United States,US-TX-453,Texas,Travis,River Crest Drive,30.3391830,-97.8139790,"",,Unspecified,"","",,,,,,,S98896342,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,1032,1548
396007431,Photo,Red-tailed Hawk,Buteo jamaicensis,,Anonymous,2021-12-14,2021,12,14,1355,United States,US-TX-453,Texas,Travis,River Crest Drive,30.3391830,-97.8139790,"",,Unspecified,"","",,,,,,,S98896342,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,651,976
396006541,Photo,Red-tailed Hawk,Buteo jamaicensis,,Jannaca Chick,2021-12-14,2021,12,14,1312,Canada,CA-BC-CP,British Columbia,Capital,"Lochside Drive, north of Island View Road",48.5740879,-123.3968321,"",,Unspecified,"","",,,,,,,S98888976,"",,,,Perched on pylon with prey at Michell’s,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,3672,4896
396006351,Photo,Red-tailed Hawk,Buteo jamaicensis,,Joan and/or George Sims,2021-12-12,2021,12,12,930,Canada,CA-ON-BN,Ontario,Brant,Glen Morris to Paris Rail Trail,43.2420766,-80.3500128,"",,Unspecified,"","",,,,,,,S98789324,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,1479,2219
396006251,Photo,Red-tailed Hawk,Buteo jamaicensis,,Joan and/or George Sims,2021-12-12,2021,12,12,930,Canada,CA-ON-BN,Ontario,Brant,Glen Morris to Paris Rail Trail,43.2420766,-80.3500128,"",,Unspecified,"","",,,,,,,S98789324,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,1297,1956
396006151,Photo,Red-tailed Hawk,Buteo jamaicensis,,Joan and/or George Sims,2021-12-12,2021,12,12,930,Canada,CA-ON-BN,Ontario,Brant,Glen Morris to Paris Rail Trail,43.2420766,-80.3500128,"",,Unspecified,"","",,,,,,,S98789324,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,871,1307
396005771,Photo,Red-tailed Hawk,Buteo jamaicensis,,Sue Parks,2021-12-14,2021,12,14,1105,United States,US-IN-047,Indiana,Franklin,Brookville Lake--Dam,39.4389032,-84.9956846,"",,Unspecified,"","",,,,,,,S98876067,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,2238,2770
396004821,Photo,Red-tailed Hawk,Buteo jamaicensis,,Joan and/or George Sims,2021-12-14,2021,12,14,1002,Canada,CA-ON-BN,Ontario,Brant,St. George--Burt Rd closed road allowance,43.2418086,-80.2288844,"",,Unspecified,"","",,,,,,,S98895983,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,730,486
396004771,Photo,Red-tailed Hawk,Buteo jamaicensis,,Michael Oliver,2021-12-06,2021,12,6,835,United States,US-SC-013,South Carolina,Beaufort,Pinckney Island NWR,32.2440053,-80.7660074,"",,Unspecified,"","",,,,,,,S98672947,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,2448,3264
396004731,Photo,Red-tailed Hawk,Buteo jamaicensis,,Joan and/or George Sims,2021-12-14,2021,12,14,1002,Canada,CA-ON-BN,Ontario,Brant,St. George--Burt Rd closed road allowance,43.2418086,-80.2288844,"",,Unspecified,"","",,,,,,,S98895983,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,861,578
396004721,Photo,Red-tailed Hawk,Buteo jamaicensis,,Michael Oliver,2021-12-06,2021,12,6,835,United States,US-SC-013,South Carolina,Beaufort,Pinckney Island NWR,32.2440053,-80.7660074,"",,Unspecified,"","",,,,,,,S98672947,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,2146,2964
396004651,Photo,Red-tailed Hawk,Buteo jamaicensis,,Michael Oliver,2021-12-06,2021,12,6,835,United States,US-SC-013,South Carolina,Beaufort,Pinckney Island NWR,32.2440053,-80.7660074,"",,Unspecified,"","",,,,,,,S98672947,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,1882,2964
396004571,Photo,Red-tailed Hawk,Buteo jamaicensis,,Joan and/or George Sims,2021-12-14,2021,12,14,1002,Canada,CA-ON-BN,Ontario,Brant,St. George--Burt Rd closed road allowance,43.2418086,-80.2288844,"",,Unspecified,"","",,,,,,,S98895983,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,851,567
396002891,Photo,Red-tailed Hawk,Buteo jamaicensis,,Michael Oliver,2021-12-04,2021,12,4,706,United States,US-SC-013,South Carolina,Beaufort,Pinckney Island NWR,32.2440053,-80.7660074,"",,Unspecified,"","",,,,,,,S98447549,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,3456,4608
396002881,Photo,Red-tailed Hawk,Buteo jamaicensis,,Michael Oliver,2021-12-04,2021,12,4,706,United States,US-SC-013,South Carolina,Beaufort,Pinckney Island NWR,32.2440053,-80.7660074,"",,Unspecified,"","",,,,,,,S98447549,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,2331,4184
396002871,Photo,Red-tailed Hawk,Buteo jamaicensis,,Michael Oliver,2021-12-04,2021,12,4,706,United States,US-SC-013,South Carolina,Beaufort,Pinckney Island NWR,32.2440053,-80.7660074,"",,Unspecified,"","",,,,,,,S98447549,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,2692,4183
396001671,Photo,Red-tailed Hawk,Buteo jamaicensis,,Yves Dugré,2021-12-14,2021,12,14,746,Canada,CA-QC-NY,Quebec,Nicolet-Yamaska,"Parc écomaritime de l'Anse-du-Port",46.2516479,-72.6403999,"",,Unspecified,"","",,,,,,,S98887767,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,3.00,1,,1132,740
396001061,Photo,Red-tailed Hawk,Buteo jamaicensis,,DICK  GRUBB,2021-12-14,2021,12,14,744,United States,US-VA-023,Virginia,Botetourt,Botetourt Center at Greenfield,37.4343260,-79.9153769,"",,Unspecified,"","",,,,,,,S98871240,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,1159,959
396000961,Photo,Red-tailed Hawk,Buteo jamaicensis,,DICK  GRUBB,2021-12-14,2021,12,14,744,United States,US-VA-023,Virginia,Botetourt,Botetourt Center at Greenfield,37.4343260,-79.9153769,"",,Unspecified,"","",,,,,,,S98871240,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,1159,959
396000721,Photo,Red-tailed Hawk,Buteo jamaicensis,,Judith White,2021-12-13,2021,12,13,1120,United States,US-AZ-005,Arizona,Coconino,Rio de Flag--Picture Canyon,35.2289344,-111.5534592,"",,Unspecified,"","",,,,,,,S98845420,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,788,705
396000691,Photo,Red-tailed Hawk,Buteo jamaicensis,,Judith White,2021-12-13,2021,12,13,1120,United States,US-AZ-005,Arizona,Coconino,Rio de Flag--Picture Canyon,35.2289344,-111.5534592,"",,Unspecified,"","",,,,,,,S98845420,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,1158,1360
395999361,Photo,Red-tailed Hawk,Buteo jamaicensis,,Sally Avery,2021-12-14,2021,12,14,939,United States,US-MA-021,Massachusetts,Norfolk,Turkey Hill/Weir River Farm/WhitneyThayer Woods,42.2360483,-70.8469958,"",,Unspecified,"","",,,,,,,S98895413,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,2228,1887
395996911,Photo,Red-tailed Hawk,Buteo jamaicensis,,Tony Godfrey,2021-12-14,2021,12,14,914,United States,US-NM-053,New Mexico,Socorro,Bosque del Apache NWR,33.8020000,-106.8800000,"",,Unspecified,"","",,,,,,,S98895081,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,467,700
395992531,Photo,Red-tailed Hawk,Buteo jamaicensis,,Jenny  Pizzey,2021-12-14,2021,12,14,1434,Canada,CA-ON-BN,Ontario,Brant,Brantford--Gilkison Flats,43.1199687,-80.2659416,"",,Unspecified,"","",,,,,,,S98887289,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,3456,4608
395989931,Photo,Red-tailed Hawk,Buteo jamaicensis,,J P,2021-12-14,2021,12,14,1033,United States,US-NY-103,New York,Suffolk,Sunken Meadow Golf Course,40.9133090,-73.2771010,"",,Unspecified,"","",,,,,,,S98887762,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,1659,1659
