ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
393259471,Photo,Red-tailed Hawk,Buteo jamaicensis,,greg slak,2021-12-03,2021,12,3,1330,United States,US-CA-037,California,Los Angeles,Bette Davis Picnic Area,34.1576843,-118.2978616,"",,Unspecified,"","",,,,,,,S98457957,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,4.00,1,,640,800
393259421,Photo,Red-tailed Hawk,Buteo jamaicensis,,greg slak,2021-12-03,2021,12,3,1330,United States,US-CA-037,California,Los Angeles,Bette Davis Picnic Area,34.1576843,-118.2978616,"",,Unspecified,"","",,,,,,,S98457957,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,5.00,1,,800,639
393259281,Photo,Red-tailed Hawk,Buteo jamaicensis,,greg slak,2021-12-03,2021,12,3,1330,United States,US-CA-037,California,Los Angeles,Bette Davis Picnic Area,34.1576843,-118.2978616,"",,Unspecified,"","",,,,,,,S98457957,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,640,800
393259151,Photo,Red-tailed Hawk,Buteo jamaicensis,,Jeff Palis,2021-11-20,2021,11,20,1400,United States,US-MA-001,Massachusetts,Barnstable,Long Pasture Wildlife Sanctuary (Mass Audubon),41.7070300,-70.2717100,"",,Unspecified,"","",,,,,,,S98458508,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,3202,4803
393258671,Photo,Red-tailed Hawk,Buteo jamaicensis,,Jessica Bishop,2021-12-04,2021,12,4,1030,United States,US-RI-007,Rhode Island,Providence,Blackstone River Bike Path--Lonsdale Drive-In,41.9101022,-71.4004254,"",,Unspecified,"","",,,,,,,S98447533,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,2672,4000
393258641,Photo,Red-tailed Hawk,Buteo jamaicensis,,greg slak,2021-12-03,2021,12,3,1430,United States,US-CA-037,California,Los Angeles,Los Angeles River--Glendale Narrows Riverwalk area,34.1564737,-118.2869196,"",,Unspecified,"","",,,,,,,S98459418,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,800,640
393258531,Photo,Red-tailed Hawk,Buteo jamaicensis,,greg slak,2021-12-03,2021,12,3,1430,United States,US-CA-037,California,Los Angeles,Los Angeles River--Glendale Narrows Riverwalk area,34.1564737,-118.2869196,"",,Unspecified,"","",,,,,,,S98459418,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,800,640
393258491,Photo,Red-tailed Hawk,Buteo jamaicensis,,greg slak,2021-12-03,2021,12,3,1430,United States,US-CA-037,California,Los Angeles,Los Angeles River--Glendale Narrows Riverwalk area,34.1564737,-118.2869196,"",,Unspecified,"","",,,,,,,S98459418,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,640,800
393258481,Photo,Red-tailed Hawk,Buteo jamaicensis,,greg slak,2021-12-03,2021,12,3,1430,United States,US-CA-037,California,Los Angeles,Los Angeles River--Glendale Narrows Riverwalk area,34.1564737,-118.2869196,"",,Unspecified,"","",,,,,,,S98459418,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,640,800
393257811,Photo,Red-tailed Hawk,Buteo jamaicensis,,Debbie  Meader,2021-12-01,2021,12,1,1000,United States,US-WA-011,Washington,Clark,"Debbie's Backyard",45.5836290,-122.4377967,"",,Unspecified,"","",,,,,,,S98459728,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,5.00,1,,2606,3915
393257801,Photo,Red-tailed Hawk,Buteo jamaicensis,,Debbie  Meader,2021-12-01,2021,12,1,1000,United States,US-WA-011,Washington,Clark,"Debbie's Backyard",45.5836290,-122.4377967,"",,Unspecified,"","",,,,,,,S98459728,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,5.00,1,,1606,2413
393257751,Photo,Red-tailed Hawk,Buteo jamaicensis,,Terry Miller,2021-12-04,2021,12,4,958,United States,US-AZ-013,Arizona,Maricopa,"4819 East Wagoner Road, Scottsdale, Arizona, US (33.654, -111.976)",33.6535526,-111.9758967,"",,Unspecified,"","",,,,,,,S98459640,"",,,,Fly over calling,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,1080,1620
393257741,Photo,Red-tailed Hawk,Buteo jamaicensis,,Terry Miller,2021-12-04,2021,12,4,958,United States,US-AZ-013,Arizona,Maricopa,"4819 East Wagoner Road, Scottsdale, Arizona, US (33.654, -111.976)",33.6535526,-111.9758967,"",,Unspecified,"","",,,,,,,S98459640,"",,,,Fly over calling,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,1080,1620
393257731,Photo,Red-tailed Hawk,Buteo jamaicensis,,Terry Miller,2021-12-04,2021,12,4,958,United States,US-AZ-013,Arizona,Maricopa,"4819 East Wagoner Road, Scottsdale, Arizona, US (33.654, -111.976)",33.6535526,-111.9758967,"",,Unspecified,"","",,,,,,,S98459640,"",,,,Fly over calling,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,1080,1620
393257711,Photo,Red-tailed Hawk,Buteo jamaicensis,,Terry Miller,2021-12-04,2021,12,4,958,United States,US-AZ-013,Arizona,Maricopa,"4819 East Wagoner Road, Scottsdale, Arizona, US (33.654, -111.976)",33.6535526,-111.9758967,"",,Unspecified,"","",,,,,,,S98459640,"",,,,Fly over calling,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,642,571
393252701,Photo,Red-tailed Hawk,Buteo jamaicensis,,William B,2021-12-04,2021,12,4,739,United States,US-MA-025,Massachusetts,Suffolk,Fenway & Victory Gardens,42.3437644,-71.0928297,"",,Unspecified,"","",,,,,,,S98450580,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,3672,4896
393252671,Photo,Red-tailed Hawk,Buteo jamaicensis,,William B,2021-12-04,2021,12,4,739,United States,US-MA-025,Massachusetts,Suffolk,Fenway & Victory Gardens,42.3437644,-71.0928297,"",,Unspecified,"","",,,,,,,S98450580,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,3672,4896
393250581,Photo,Red-tailed Hawk,Buteo jamaicensis,,Kim Brown,2021-11-30,2021,11,30,1149,United States,US-CA-047,California,Merced,San Luis NWR--Waterfowl Tour Route - west leg,37.1960000,-120.7936250,"",,Unspecified,"","",,,,,,,S98295974,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,621,1024
393250571,Photo,Red-tailed Hawk,Buteo jamaicensis,,Kim Brown,2021-11-30,2021,11,30,1149,United States,US-CA-047,California,Merced,San Luis NWR--Waterfowl Tour Route - west leg,37.1960000,-120.7936250,"",,Unspecified,"","",,,,,,,S98295974,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,683,1024
393249291,Photo,Red-tailed Hawk,Buteo jamaicensis,,Tania Mohacsi,2021-12-04,2021,12,4,900,Canada,CA-QC-CP,Quebec,Longueuil,Aéroport de St-Hubert,45.5199482,-73.4134615,"",,Unspecified,"","",,,,,,,S98458008,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,1080,1440
393249281,Photo,Red-tailed Hawk,Buteo jamaicensis,,Tania Mohacsi,2021-12-04,2021,12,4,900,Canada,CA-QC-CP,Quebec,Longueuil,Aéroport de St-Hubert,45.5199482,-73.4134615,"",,Unspecified,"","",,,,,,,S98458008,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,1080,1440
393249271,Photo,Red-tailed Hawk,Buteo jamaicensis,,Tania Mohacsi,2021-12-04,2021,12,4,900,Canada,CA-QC-CP,Quebec,Longueuil,Aéroport de St-Hubert,45.5199482,-73.4134615,"",,Unspecified,"","",,,,,,,S98458008,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,1080,1440
393249261,Photo,Red-tailed Hawk,Buteo jamaicensis,,Tania Mohacsi,2021-12-04,2021,12,4,900,Canada,CA-QC-CP,Quebec,Longueuil,Aéroport de St-Hubert,45.5199482,-73.4134615,"",,Unspecified,"","",,,,,,,S98458008,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,1080,1440
393249241,Photo,Red-tailed Hawk,Buteo jamaicensis,,Tania Mohacsi,2021-12-04,2021,12,4,900,Canada,CA-QC-CP,Quebec,Longueuil,Aéroport de St-Hubert,45.5199482,-73.4134615,"",,Unspecified,"","",,,,,,,S98458008,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,1080,1440
393249231,Photo,Red-tailed Hawk,Buteo jamaicensis,,Tania Mohacsi,2021-12-04,2021,12,4,900,Canada,CA-QC-CP,Quebec,Longueuil,Aéroport de St-Hubert,45.5199482,-73.4134615,"",,Unspecified,"","",,,,,,,S98458008,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,1080,1440
393246111,Photo,Red-tailed Hawk,Buteo jamaicensis,,Libby Foster,2021-11-28,2021,11,28,1530,United States,US-MN-147,Minnesota,Steele,County Rd 45 Electrical Station,43.9224386,-93.2258877,"",,Unspecified,"","",,,,,,,S98457604,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,1253,1253
393244851,Photo,Red-tailed Hawk,Buteo jamaicensis,,Robert Polkinghorn,2021-12-02,2021,12,2,845,United States,US-CA-059,California,Orange,Irvine Regional Park,33.7953403,-117.7541256,"",,Unspecified,"","",,,,,,,S98383261,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,2851,2281
393244161,Photo,Red-tailed Hawk,Buteo jamaicensis,,André Labelle,2021-12-04,2021,12,4,837,Canada,CA-QC-LV,Quebec,Laval,Cimetière de Laval/Mt. Pleasant,45.6434272,-73.6591860,"",,Unspecified,"","",,,,,,,S98457248,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,3000,4000
393244091,Photo,Red-tailed Hawk,Buteo jamaicensis,,André Labelle,2021-12-04,2021,12,4,837,Canada,CA-QC-LV,Quebec,Laval,Cimetière de Laval/Mt. Pleasant,45.6434272,-73.6591860,"",,Unspecified,"","",,,,,,,S98457248,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,3000,4000
393244071,Photo,Red-tailed Hawk,Buteo jamaicensis,,André Labelle,2021-12-04,2021,12,4,837,Canada,CA-QC-LV,Quebec,Laval,Cimetière de Laval/Mt. Pleasant,45.6434272,-73.6591860,"",,Unspecified,"","",,,,,,,S98457248,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,2535,3380
393244031,Photo,Red-tailed Hawk,Buteo jamaicensis,,André Labelle,2021-12-04,2021,12,4,837,Canada,CA-QC-LV,Quebec,Laval,Cimetière de Laval/Mt. Pleasant,45.6434272,-73.6591860,"",,Unspecified,"","",,,,,,,S98457248,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,3000,4000
393241971,Photo,Red-tailed Hawk,Buteo jamaicensis,,Carey Sherrill,2021-12-04,2021,12,4,1127,United States,US-OH-049,Ohio,Franklin,Boyer Nature Preserve,40.1223450,-82.9142361,"",,Unspecified,"","",,,,,,,S98450626,"",,,,Merlin IDed the calls as a red-shouldered hawk but it appears to be a red-tailed hawk,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,1728,1728
393240861,Photo,Red-tailed Hawk,Buteo jamaicensis,,Kim Brown,2021-11-30,2021,11,30,1432,United States,US-CA-047,California,Merced,Merced NWR--Auto Loop,37.1679431,-120.6220293,"",,Unspecified,"","",,,,,,,S98297346,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,831,1024
393237851,Photo,Red-tailed Hawk,Buteo jamaicensis,,Rodney Reinhardt,2021-12-03,2021,12,3,834,United States,US-NM-053,New Mexico,Socorro,Bosque del Apache NWR--North Loop (formerly Farm Loop),33.8151614,-106.8722406,"",,Unspecified,"","",,,,,,,S98410914,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,4000,6000
393236291,Photo,Red-tailed Hawk (borealis),Buteo jamaicensis borealis,,Cullen Brown,2021-12-03,2021,12,3,1326,United States,US-MS-119,Mississippi,Quitman,Coldwater River NWR (Quitman Co.),34.1075402,-90.1382337,Juvenile – 1,,Unspecified,"","",,,,,,,S98426901,"",,,,,Buteo jamaicensis,erthaw1,Group,8098,,2.00,1,,819,1229
393228471,Photo,Red-tailed Hawk,Buteo jamaicensis,,Dennis Thomas,2021-11-19,2021,11,19,1517,United States,US-NY-013,New York,Chautauqua,"Riverwalk Bike Path, Jamestown",42.0991978,-79.2508718,"",,Unspecified,"","",,,,,,,S97793402,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,1143,1715
393228461,Photo,Red-tailed Hawk,Buteo jamaicensis,,Dennis Thomas,2021-11-19,2021,11,19,1517,United States,US-NY-013,New York,Chautauqua,"Riverwalk Bike Path, Jamestown",42.0991978,-79.2508718,"",,Unspecified,"","",,,,,,,S97793402,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,1365,2048
393228451,Photo,Red-tailed Hawk,Buteo jamaicensis,,Dennis Thomas,2021-11-19,2021,11,19,1517,United States,US-NY-013,New York,Chautauqua,"Riverwalk Bike Path, Jamestown",42.0991978,-79.2508718,"",,Unspecified,"","",,,,,,,S97793402,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,1365,2048
393225171,Photo,Red-tailed Hawk,Buteo jamaicensis,,Jack Kerivan,2021-12-04,2021,12,4,832,United States,US-MA-021,Massachusetts,Norfolk,"Powisset Farm (TTOR), Dover",42.2253395,-71.2603712,"",,Unspecified,"","",,,,,,,S98453356,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,2055,3009
393223591,Photo,Red-tailed Hawk,Buteo jamaicensis,,Justin Leahy,2021-11-20,2021,11,20,1400,United States,US-CA-111,California,Ventura,PCH--Pt. Mugu to Sycamore Canyon,34.0854133,-119.0475968,"",,Unspecified,"","",,,,,,,S97846061,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,2448,3264
393222581,Photo,Red-tailed Hawk,Buteo jamaicensis,,Laura Mae,2021-12-04,2021,12,4,719,United States,US-NC-053,North Carolina,Currituck,Mackay Island NWR,36.5170859,-75.9569081,"",,Unspecified,"","",,,,,,,S98452771,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,3.00,1,,3456,4608
393222191,Photo,Red-tailed Hawk,Buteo jamaicensis,,Ryan Serio,2021-12-04,2021,12,4,950,United States,US-NY-061,New York,New York,Carl Schurz Park,40.7753776,-73.9436671,"",,Unspecified,"","",,,,,,,S98451740,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,2744,2711
393220131,Photo,Red-tailed Hawk,Buteo jamaicensis,,W WF,2021-12-04,2021,12,4,946,United States,US-VA-161,Virginia,Roanoke,Starkey Wetland,37.2031626,-80.0018339,"",,Unspecified,"","",,,,,,,S98445430,"",,,,Both calling in flight,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,3712,5568
393220001,Photo,Red-tailed Hawk,Buteo jamaicensis,,W WF,2021-12-04,2021,12,4,946,United States,US-VA-161,Virginia,Roanoke,Starkey Wetland,37.2031626,-80.0018339,"",,Unspecified,"","",,,,,,,S98445430,"",,,,Both calling in flight,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,3712,5568
393219971,Photo,Red-tailed Hawk,Buteo jamaicensis,,W WF,2021-12-04,2021,12,4,946,United States,US-VA-161,Virginia,Roanoke,Starkey Wetland,37.2031626,-80.0018339,"",,Unspecified,"","",,,,,,,S98445430,"",,,,Both calling in flight,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,3712,5568
393217211,Photo,Red-tailed Hawk,Buteo jamaicensis,,Greg Plowman,2021-12-04,2021,12,4,844,United States,US-NY-061,New York,New York,Marcus Garvey Park,40.8048454,-73.9436047,"",,Unspecified,"","",,,,,,,S98451687,"",,,,"In tree, over looking a park Full of squirrels",Buteo jamaicensis,rethaw,Species,8094,,.00,0,,757,1037
393215621,Photo,Red-tailed Hawk,Buteo jamaicensis,,Josée Papillon,2021-12-04,2021,12,4,810,Canada,CA-QC-CP,Quebec,Longueuil,Aéroport de St-Hubert,45.5199482,-73.4134615,"",,Unspecified,"","",,,,,,,S98451104,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,3456,4608
393212571,Photo,Red-tailed Hawk,Buteo jamaicensis,,Daniel Murphy,2021-12-03,2021,12,3,1550,United States,US-CA-077,California,San Joaquin,Staten Island,38.1666848,-121.5156555,"",,Unspecified,"","",,,,,,,S98450235,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,1834,1630
393211941,Photo,Red-tailed Hawk,Buteo jamaicensis,,Andrew & Karen Westerhof,2021-12-03,2021,12,3,1213,Canada,CA-BC-NA,British Columbia,Nanaimo,Parksville--Morningstar Golf Course ponds,49.3358057,-124.3659210,"",,Unspecified,"","",,,,,,,S98425590,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,3264,4896
393211531,Photo,Red-tailed Hawk,Buteo jamaicensis,,Gavin Edmondstone,2021-12-04,2021,12,4,952,Canada,CA-ON-HT,Ontario,Halton,Bronte Bluffs Park,43.3910898,-79.7103723,"",,Unspecified,"","",,,,,,,S98445581,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,3138,2354
393210781,Photo,Red-tailed Hawk (borealis),Buteo jamaicensis borealis,,George Forsyth,2021-12-04,2021,12,4,847,Canada,CA-NS-KI,Nova Scotia,Kings,Port Williams,45.0969126,-64.4084215,Adult – 1,,Unspecified,"","",,,,,,,S98443253,"",,,,,Buteo jamaicensis,erthaw1,Group,8098,,3.00,2,,1688,2532
393210771,Photo,Red-tailed Hawk (borealis),Buteo jamaicensis borealis,,George Forsyth,2021-12-04,2021,12,4,847,Canada,CA-NS-KI,Nova Scotia,Kings,Port Williams,45.0969126,-64.4084215,Adult – 1,,Unspecified,"","",,,,,,,S98443253,"",,,,,Buteo jamaicensis,erthaw1,Group,8098,,2.00,1,,1725,2587
393210761,Photo,Red-tailed Hawk (borealis),Buteo jamaicensis borealis,,George Forsyth,2021-12-04,2021,12,4,847,Canada,CA-NS-KI,Nova Scotia,Kings,Port Williams,45.0969126,-64.4084215,Adult – 1,Flying,Unspecified,"","",,,,,,,S98443253,"",,,,,Buteo jamaicensis,erthaw1,Group,8098,,3.00,1,"",2544,3816
393210751,Photo,Red-tailed Hawk (borealis),Buteo jamaicensis borealis,,George Forsyth,2021-12-04,2021,12,4,847,Canada,CA-NS-KI,Nova Scotia,Kings,Port Williams,45.0969126,-64.4084215,Adult – 1,,Unspecified,"","",,,,,,,S98443253,"",,,,,Buteo jamaicensis,erthaw1,Group,8098,,3.00,1,,1501,2251
393209261,Photo,Red-tailed Hawk,Buteo jamaicensis,,Kathie O’Neil,2021-12-03,2021,12,3,801,United States,US-DE-003,Delaware,New Castle,Bellevue State Park,39.7779358,-75.4984760,"",,Unspecified,"","",,,,,,,S98402852,"",,,,seen after half the participants had departed - sorry!,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,735,1102
393208521,Photo,Red-tailed Hawk (calurus/alascensis),Buteo jamaicensis calurus/alascensis,,Carol Riddell,2021-11-29,2021,11,29,945,United States,US-AZ-013,Arizona,Maricopa,Tres Rios Overbank Wetlands (permit required),33.3894020,-112.2597653,"",,Unspecified,"","",,,,,,,S98258017,"",,,,,Buteo jamaicensis,wrthaw1,Group,8095,,.00,0,,2102,2822
393208051,Photo,Red-tailed Hawk,Buteo jamaicensis,,David Liebl,2021-12-04,2021,12,4,940,United States,US-WI-025,Wisconsin,Dane,Lake Monona--Turville Bay,43.0454229,-89.3690459,Juvenile – 1,,Unspecified,"","",,,,,,,S98449366,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,1.00,1,,2260,2334
393207451,Photo,Red-tailed Hawk,Buteo jamaicensis,,Bill Wood,2021-12-03,2021,12,3,1022,United States,US-VA-041,Virginia,Chesterfield,John J. Radcliffe Conservation Area & Appomattox River Canoe Launch,37.2190154,-77.5232756,Adult – 1,"",Unspecified,"","",,,,,,,S98447113,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,3.00,1,Habitat,1406,2110
393206441,Photo,Red-tailed Hawk,Buteo jamaicensis,,Beatrix Kohlhaas,2021-12-04,2021,12,4,832,United States,US-CA-025,California,Imperial,"BLM Hotsprings, CA",32.7668699,-115.2707785,Adult – 2,,Unspecified,"","",,,,,,,S98448965,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,4.00,1,,960,1280
393206391,Photo,Red-tailed Hawk,Buteo jamaicensis,,Beatrix Kohlhaas,2021-12-04,2021,12,4,832,United States,US-CA-025,California,Imperial,"BLM Hotsprings, CA",32.7668699,-115.2707785,Adult – 2,,Unspecified,"","",,,,,,,S98448965,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,4.00,1,,867,1280
393206291,Photo,Red-tailed Hawk,Buteo jamaicensis,,Beatrix Kohlhaas,2021-12-04,2021,12,4,832,United States,US-CA-025,California,Imperial,"BLM Hotsprings, CA",32.7668699,-115.2707785,"",,Unspecified,"","",,,,,,,S98448965,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,960,1280
393205611,Photo,Red-tailed Hawk,Buteo jamaicensis,,Cathy Brown,2021-12-04,2021,12,4,936,Canada,CA-ON-YO,Ontario,York,Wesley Brooks CA,44.0478381,-79.4578028,"",,Unspecified,"","",,,,,,,S98448292,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,5.00,1,,2426,3639
393205571,Photo,Red-tailed Hawk,Buteo jamaicensis,,Cathy Brown,2021-12-04,2021,12,4,936,Canada,CA-ON-YO,Ontario,York,Wesley Brooks CA,44.0478381,-79.4578028,"",,Unspecified,"","",,,,,,,S98448292,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,4.00,1,,2225,3338
393204331,Photo,Red-tailed Hawk,Buteo jamaicensis,,Kevin Lamb,2021-12-04,2021,12,4,840,Canada,CA-ON-WT,Ontario,Waterloo,Kitchener--Huron Natural Area,43.3952566,-80.4827499,"",,Unspecified,"","",,,,,,,S98448352,"",,,,One immature being hassled by three crows. One adult.,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,1895,2906
393204301,Photo,Red-tailed Hawk,Buteo jamaicensis,,Kevin Lamb,2021-12-04,2021,12,4,840,Canada,CA-ON-WT,Ontario,Waterloo,Kitchener--Huron Natural Area,43.3952566,-80.4827499,"",,Unspecified,"","",,,,,,,S98448352,"",,,,One immature being hassled by three crows. One adult.,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,2402,1949
393188871,Photo,Red-tailed Hawk,Buteo jamaicensis,,Jeff Ludlow,2021-12-04,2021,12,4,821,United States,US-IN-031,Indiana,Decatur,150W Oesterling Beggs,39.3213160,-85.5099100,"",,Unspecified,"","",,,,,,,S98438071,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,3.00,1,,2542,3389
393183951,Photo,Red-tailed Hawk,Buteo jamaicensis,,Gil Ewing,2021-11-30,2021,11,30,1132,United States,US-FL-011,Florida,Broward,Tall Cypress Natural Area,26.2768695,-80.2140570,"",Flying,Unspecified,"","",,,,,,,S98296633,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,2.00,1,"",1246,1868
393180731,Photo,Red-tailed Hawk,Buteo jamaicensis,,Joe Gyekis,2021-12-04,2021,12,4,813,United States,US-PA-027,Pennsylvania,Centre,PSU Arboretum--Big Hollow,40.8095217,-77.8752995,"",,Unspecified,"","",,,,,,,S98440799,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,1869,3100
393180721,Photo,Red-tailed Hawk,Buteo jamaicensis,,Joe Gyekis,2021-12-04,2021,12,4,813,United States,US-PA-027,Pennsylvania,Centre,PSU Arboretum--Big Hollow,40.8095217,-77.8752995,"",,Unspecified,"","",,,,,,,S98440799,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,1941,2847
393180681,Photo,Red-tailed Hawk,Buteo jamaicensis,,Joe Gyekis,2021-12-04,2021,12,4,813,United States,US-PA-027,Pennsylvania,Centre,PSU Arboretum--Big Hollow,40.8095217,-77.8752995,"",,Unspecified,"","",,,,,,,S98440799,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,695,1436
393174741,Photo,Red-tailed Hawk,Buteo jamaicensis,,Joe Gyekis,2021-12-03,2021,12,3,1459,United States,US-PA-027,Pennsylvania,Centre,PSU (Univ. Park)--central campus,40.8000363,-77.8620815,"",,Unspecified,"","",,,,,,,S98417465,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,1506,3049
393174341,Photo,Red-tailed Hawk,Buteo jamaicensis,,france dallaire,2021-12-01,2021,12,1,1300,Canada,CA-QC-NY,Quebec,Nicolet-Yamaska,"Parc écomaritime de l'Anse-du-Port",46.2516479,-72.6403999,"",,Unspecified,"","",,,,,,,S98441333,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,2136,3200
393174231,Photo,Red-tailed Hawk,Buteo jamaicensis,,france dallaire,2021-12-01,2021,12,1,1300,Canada,CA-QC-NY,Quebec,Nicolet-Yamaska,"Parc écomaritime de l'Anse-du-Port",46.2516479,-72.6403999,"",,Unspecified,"","",,,,,,,S98441333,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,2136,3200
393165811,Photo,Red-tailed Hawk,Buteo jamaicensis,,Anonymous,2021-12-01,2021,12,1,805,United States,US-CO-005,Colorado,Arapahoe,Plains Conservation Center,39.6563734,-104.7359544,"",,Unspecified,"","",,,,,,,S98438785,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,791,1186
393154431,Photo,Red-tailed Hawk,Buteo jamaicensis,,Juli deGrummond,2021-12-03,2021,12,3,956,United States,US-NY-055,New York,Monroe,Sandra L. Frankel Nature Park (Brickyard Trail),43.1220603,-77.5799131,"",,Unspecified,"","",,,,,,,S98404497,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,1935,2607
393154281,Photo,Red-tailed Hawk,Buteo jamaicensis,,Juli deGrummond,2021-12-03,2021,12,3,956,United States,US-NY-055,New York,Monroe,Sandra L. Frankel Nature Park (Brickyard Trail),43.1220603,-77.5799131,"",,Unspecified,"","",,,,,,,S98404497,"",,,,,Buteo jamaicensis,rethaw,Species,8094,,.00,0,,2224,2751
393135671,Photo,"Red-tailed Hawk (Harlan's)",Buteo jamaicensis harlani,,Eric Heisey,2021-12-02,2021,12,2,1401,United States,US-WA-047,Washington,Okanogan,Washburn Island,48.0892027,-119.6735573,"",,Unspecified,"","",,,,,,,S98387111,"",,,,"Nice! Dark bird, whitish gray tail, almost black overall with white speckling on breast. Pics",Buteo jamaicensis,hrthaw1,Group,8101,,3.50,2,,782,1135
393135661,Photo,"Red-tailed Hawk (Harlan's)",Buteo jamaicensis harlani,,Eric Heisey,2021-12-02,2021,12,2,1401,United States,US-WA-047,Washington,Okanogan,Washburn Island,48.0892027,-119.6735573,"",,Unspecified,"","",,,,,,,S98387111,"",,,,"Nice! Dark bird, whitish gray tail, almost black overall with white speckling on breast. Pics",Buteo jamaicensis,hrthaw1,Group,8101,,3.50,2,,687,970
